CPTAC_ovarian_cancer_protein_zscores.txt,gene_symbol	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt,gene_symbol_site	color	source
PRKACA	TRPC5_s794	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPC5_s796	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPM8_s9	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPM8_t17	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPV1_s502	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPV4_s824	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TRPV5_t708	102,204,0	PhosphoSitePlus (PSP)
PRKACA	TTF2_s396	51,153,255	PhosphoNetworks (PN)
PRKACA	TTF2_t500	51,153,255	PhosphoNetworks (PN)
PRKACA	TTN_s4185	102,204,0	PhosphoSitePlus (PSP)
PRKACA	UBE3A_t485	102,204,0	PhosphoSitePlus (PSP)
PRKACA	UHRF1_s298	102,204,0	PhosphoSitePlus (PSP)
PRKACA	ULK2_s1027	102,204,0	PhosphoSitePlus (PSP)
PRKACA	URI1_s372	102,204,0	PhosphoSitePlus (PSP)
PRKACA	USP20_s333	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VASP_s157	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VASP_s239	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VASP_t278	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VDR_s182	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VIM_s39	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VIM_s72	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VIM_s73	102,204,0	PhosphoSitePlus (PSP)
PRKACA	VTN_s397	102,204,0	PhosphoSitePlus (PSP)
PRKACA	WT1_s365	102,204,0	PhosphoSitePlus (PSP)
PRKACA	WT1_s393	102,204,0	PhosphoSitePlus (PSP)
PRKACA	XPO1_s1055	51,153,255	PhosphoNetworks (PN)
PRKACA	XPO1_t65	51,153,255	PhosphoNetworks (PN)
PRKACA	XRCC4_s328	51,153,255	PhosphoNetworks (PN)
PRKACA	YWHAE_s64	51,153,255	PhosphoNetworks (PN)
PRKACA	YWHAH_s59	51,153,255	PhosphoNetworks (PN)
PRKACA	YWHAH_s64	51,153,255	PhosphoNetworks (PN)
PRKACA	YWHAZ_s58	102,204,0	PhosphoSitePlus (PSP)
PRKACA	ZFP36L1_s334	102,204,0	PhosphoSitePlus (PSP)
PRKACA	ZFP36L1_s54	102,204,0	PhosphoSitePlus (PSP)
PRKACA	ZHX1_s45	51,153,255	PhosphoNetworks (PN)
PRKACA	ZHX1_t8	51,153,255	PhosphoNetworks (PN)
PRKACA	ZYX_s170	51,153,255	PhosphoNetworks (PN)
PRKACB	NGFR_s303	102,204,0	PhosphoSitePlus (PSP)
PRKAG2	RRN3_s635	102,204,0	PhosphoSitePlus (PSP)
PRKCA	_s350	102,204,0	PhosphoSitePlus (PSP)
PRKCA	_s357	102,204,0	PhosphoSitePlus (PSP)
PRKCA	_s39	102,204,0	PhosphoSitePlus (PSP)
PRKCA	_t347	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ABCB1_s661	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ABCB1_s667	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ABCB1_s671	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ACO1_s138	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ACO1_s711	239,130,13	PSP, PN
PRKCA	ADAM17_t735	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADAP1_s87	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADAP1_t276	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADD1_s436	51,153,255	PhosphoNetworks (PN)
PRKCA	ADD1_s716	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADD1_s726	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADD1_s757	51,153,255	PhosphoNetworks (PN)
PRKCA	ADD2_s713	239,130,13	PSP, PN
PRKCA	ADD2_s718	51,153,255	PhosphoNetworks (PN)
PRKCA	ADD2_s726	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ADRBK1_s29	51,153,255	PhosphoNetworks (PN)
PRKCA	AFAP1_s277	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AHR_s12	239,130,13	PSP, PN
PRKCA	AHR_s36	239,130,13	PSP, PN
PRKCA	AKT1_s473	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AKT1_t308	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ANXA1_s27	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ANXA1_s28	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ANXA2_s12	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ANXA2_s26	102,204,0	PhosphoSitePlus (PSP)
PRKCA	APLP2_t723	102,204,0	PhosphoSitePlus (PSP)
PRKCA	APPL1_s430	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AQP1_t157	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AQP1_t239	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AQP4_s180	102,204,0	PhosphoSitePlus (PSP)
PRKCA	AR_s579	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGAP35_s1221	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGAP35_s1236	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGAP35_t1226	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGDIA_s34	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGDIA_s96	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ARHGDIB_s31	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ATF2_s121	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ATP5C1_s146	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BCL11B_s2	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BCL2_s70	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BDKRB2_s373	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BEST1_s358	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BLVRA_s149	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BLVRA_s230	102,204,0	PhosphoSitePlus (PSP)
PRKCA	BNC1_s541	102,204,0	PhosphoSitePlus (PSP)
PRKCA	C5AR1_s314	239,130,13	PSP, PN
PRKCA	C5AR1_s317	102,204,0	PhosphoSitePlus (PSP)
PRKCA	C5AR1_s327	102,204,0	PhosphoSitePlus (PSP)
PRKCA	C5AR1_s332	102,204,0	PhosphoSitePlus (PSP)
PRKCA	C5AR1_s334	102,204,0	PhosphoSitePlus (PSP)
PRKCA	C5AR1_s338	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CASR_t888	239,130,13	PSP, PN
PRKCA	CD226_s329	239,130,13	PSP, PN
PRKCA	CD36_t92	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CD3G_s148	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CD4_s433	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CD4_s440	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CD44_s672	239,130,13	PSP, PN
PRKCA	CD5_t434	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CD5_t436	239,130,13	PSP, PN
PRKCA	CDC42EP4_s18	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CDC42EP4_s80	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CDKN1A_s146	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CDKN1A_s153	239,130,13	PSP, PN
PRKCA	CDKN1A_s160	51,153,255	PhosphoNetworks (PN)
PRKCA	CDKN1A_t145	51,153,255	PhosphoNetworks (PN)
PRKCA	CDKN2A_t8	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFL1_s23	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFL1_s24	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFLAR_s193	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFLAR_s193	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFTR_s660	239,130,13	PSP, PN
PRKCA	CFTR_s737	239,130,13	PSP, PN
PRKCA	CFTR_s768	51,153,255	PhosphoNetworks (PN)
PRKCA	CFTR_s790	51,153,255	PhosphoNetworks (PN)
PRKCA	CFTR_s795	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CFTR_s813	239,130,13	PSP, PN
PRKCA	CHAT_s346	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CHAT_s347	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CHAT_s440	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CHAT_s476	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CHAT_t255	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CLDN4_s194	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CLDN7_s204	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CORO1B_s2	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CSDE1_s483	51,153,255	PhosphoNetworks (PN)
PRKCA	CTNND1_s879	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CTPS1_s462	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CTPS1_t455	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CTTN_s117	51,153,255	PhosphoNetworks (PN)
PRKCA	CYBA_t147	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s100	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s116	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s119	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s131	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s134	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s139	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s259	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s398	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_s420	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_t103	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_t136	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_t264	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_t284	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYP3A4_t92	102,204,0	PhosphoSitePlus (PSP)
PRKCA	CYTH2_s392	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DAB2_s24	51,153,255	PhosphoNetworks (PN)
PRKCA	DDX58_s8	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DDX58_t170	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DGKD_s70	51,153,255	PhosphoNetworks (PN)
PRKCA	DLG1_t657	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DNM1_s778	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DOCK8_s2077	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DOCK8_s2082	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DOCK8_s2087	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DRD2_s228	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DRD2_s229	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DTNB_t179	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DTNB_t212	102,204,0	PhosphoSitePlus (PSP)
PRKCA	DTNB_t69	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EGFR_t678	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EGLN2_s132	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EGLN2_s226	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EGLN2_s234	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EIF2S3_t66	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EIF4A3_s12	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF4B_s192	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF4B_s311	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF4B_s406	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF4B_s442	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF4G1_s1185	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EIF4H_s110	51,153,255	PhosphoNetworks (PN)
PRKCA	EIF6_s235	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EIF6_s87	51,153,255	PhosphoNetworks (PN)
PRKCA	ELAVL1_s158	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ELAVL1_s221	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ELAVL1_s318	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EP300_s1734	51,153,255	PhosphoNetworks (PN)
PRKCA	EP300_s89	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ERBB2_t686	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EWSR1_s266	102,204,0	PhosphoSitePlus (PSP)
PRKCA	EZR_t567	102,204,0	PhosphoSitePlus (PSP)
PRKCA	F11R_s284	102,204,0	PhosphoSitePlus (PSP)
PRKCA	F3_s285	102,204,0	PhosphoSitePlus (PSP)
PRKCA	F3_s290	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FBXW7_s10	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FBXW7_s18	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FLOT1_s315	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FMNL2_s1072	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FRAT1_s188	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FSCN1_s39	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FXYD1_s83	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FXYD1_s88	102,204,0	PhosphoSitePlus (PSP)
PRKCA	FXYD1_t89	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GMFB_s72	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GNAZ_s16	239,130,13	PSP, PN
PRKCA	GNAZ_s27	239,130,13	PSP, PN
PRKCA	GPM6A_s267	51,153,255	PhosphoNetworks (PN)
PRKCA	GPR15_s357	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GPSM2_s408	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRIA1_s834	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRIA1_s836	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRIA1_s849	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRIK2_s868	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRIN2B_s1323	239,130,13	PSP, PN
PRKCA	GRK2_s29	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GRK7_s36	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GSK3A_s21	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GSK3B_s9	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GSTA4_t193	102,204,0	PhosphoSitePlus (PSP)
PRKCA	GSTP1_s185	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HABP4_t354	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HABP4_t375	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HEXIM1_s158	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HIST1H2BB_s32	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HIST1H3A_t6	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HRH1_s396	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HRH1_s398	102,204,0	PhosphoSitePlus (PSP)
PRKCA	HRH1_t478	239,130,13	PSP, PN
PRKCA	IGFBP1_s126	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IGFBP1_s144	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IGFBP1_s194	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IKBKB_s177	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IKBKB_s181	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IL2RA_s268	102,204,0	PhosphoSitePlus (PSP)
PRKCA	IL2RA_t271	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ILK_t173	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ILK_t181	102,204,0	PhosphoSitePlus (PSP)
PRKCA	INSR_s1062	102,204,0	PhosphoSitePlus (PSP)
PRKCA	INSR_s1064	239,130,13	PSP, PN
PRKCA	IQGAP1_s1443	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB1_s785	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB2_s745	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB2_t758	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB2_t760	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB4_s1356	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB4_s1360	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB4_s1364	102,204,0	PhosphoSitePlus (PSP)
PRKCA	ITGB4_s1494	102,204,0	PhosphoSitePlus (PSP)
PRKCA	JAK2_s518	102,204,0	PhosphoSitePlus (PSP)
PRKCA	JAK2_t174	102,204,0	PhosphoSitePlus (PSP)
PRKCA	JPH2_s165	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNA5_t15	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNAB2_s266	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNC4_s15	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNC4_s21	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNE3_s82	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNH2_s890	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNIP2_t85	51,153,255	PhosphoNetworks (PN)
PRKCA	KCNJ1_s201	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNJ1_s4	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNJ13_s201	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNJ4_t53	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNK9_t341	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KCNMA1_s1200	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KIR3DL1_s415	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KIT_s741	239,130,13	PSP, PN
PRKCA	KIT_s746	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KLHL3_s433	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KRAS_s181	102,204,0	PhosphoSitePlus (PSP)
PRKCA	KRT20_s13	102,204,0	PhosphoSitePlus (PSP)
PRKCA	L1CAM_t1172	102,204,0	PhosphoSitePlus (PSP)
PRKCA	LCK_s42	102,204,0	PhosphoSitePlus (PSP)
PRKCA	LRP1_s4517	102,204,0	PhosphoSitePlus (PSP)
PRKCA	LRP1_s4520	102,204,0	PhosphoSitePlus (PSP)
PRKCA	LRP1_s4523	102,204,0	PhosphoSitePlus (PSP)
PRKCA	LRP1_t4460	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MAPT_s258	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MAPT_s293	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MAPT_s305	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MAPT_s324	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MAPT_s352	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MARCKS_s159	239,130,13	PSP, PN
PRKCA	MARCKS_s163	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MARCKS_s167	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MARCKS_s170	239,130,13	PSP, PN
PRKCA	MARK2_s409	51,153,255	PhosphoNetworks (PN)
PRKCA	MARK2_t603	51,153,255	PhosphoNetworks (PN)
PRKCA	MBD4_s165	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MBD4_s262	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MET_s985	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MMP2_s160	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MMP2_s365	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MMP2_t250	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MMP2_t377	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MMP2_t378	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MYH9_s1916	239,130,13	PSP, PN
PRKCA	MYH9_t638	51,153,255	PhosphoNetworks (PN)
PRKCA	MYL9_s2	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MYL9_s3	102,204,0	PhosphoSitePlus (PSP)
PRKCA	MYL9_t10	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NCF1_s303	239,130,13	PSP, PN
PRKCA	NCF1_s304	239,130,13	PSP, PN
PRKCA	NCF1_s315	239,130,13	PSP, PN
PRKCA	NCF1_s320	239,130,13	PSP, PN
PRKCA	NCF1_s328	239,130,13	PSP, PN
PRKCA	NCF1_s359	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NCF1_s370	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NCF1_s379	239,130,13	PSP, PN
PRKCA	NCF4_s315	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NCF4_t154	239,130,13	PSP, PN
PRKCA	NCOR1_s70	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NF1_s2808	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NFATC4_s221	51,153,255	PhosphoNetworks (PN)
PRKCA	NFATC4_s289	51,153,255	PhosphoNetworks (PN)
PRKCA	NFATC4_s334	51,153,255	PhosphoNetworks (PN)
PRKCA	NKX3-1_s48	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NLGN4X_t707	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NMNAT1_s136	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOS3_t495	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOX5_s490	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOX5_s498	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOX5_t494	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOXA1_s172	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOXO1_s154	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NOXO1_t341	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NPHS1_t1120	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NPHS1_t1125	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NR1H4_s135	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NR1H4_s154	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NR1I2_t408	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NR1I3_t38	102,204,0	PhosphoSitePlus (PSP)
PRKCA	NR2F6_s83	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PA2G4_s360	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PA2G4_t366	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s292	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s293	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s312	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s428	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s438	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s465	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PDE3A_s492	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PEBP1_s153	239,130,13	PSP, PN
PRKCA	PFKFB3_s461	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLAU_s158	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLAU_s323	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLCB3_s1105	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLCB3_s26	51,153,255	PhosphoNetworks (PN)
PRKCA	PLCG1_s1248	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLD2_s243	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLD2_t100	51,153,255	PhosphoNetworks (PN)
PRKCA	PLD2_t252	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PLD2_t99	51,153,255	PhosphoNetworks (PN)
PRKCA	PLEK_s113	239,130,13	PSP, PN
PRKCA	PLEK_s117	239,130,13	PSP, PN
PRKCA	PLEK_t114	51,153,255	PhosphoNetworks (PN)
PRKCA	PPARA_s179	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPARA_s230	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPP1R14A_t38	239,130,13	PSP, PN
PRKCA	PPP1R14B_t57	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPP1R14D_t58	51,153,255	PhosphoNetworks (PN)
PRKCA	PPP1R16B_s331	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPP1R1A_s67	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPP1R1A_t75	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PPP2R5A_s41	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKAA1_s496	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKCE_s234	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKCE_s316	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKCE_s368	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKD1_s205	51,153,255	PhosphoNetworks (PN)
PRKCA	PRKD1_s420	51,153,255	PhosphoNetworks (PN)
PRKCA	PRKD1_s738	239,130,13	PSP, PN
PRKCA	PRKD1_s742	239,130,13	PSP, PN
PRKCA	PRKD2_s706	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKD2_s710	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKD2_s876	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKD3_s731	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PRKG1_t59	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PSCD2_s392	51,153,255	PhosphoNetworks (PN)
PRKCA	PSEN1_s310	51,153,255	PhosphoNetworks (PN)
PRKCA	PTGIR_s328	239,130,13	PSP, PN
PRKCA	PTPN1_s378	239,130,13	PSP, PN
PRKCA	PTPN11_s580	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PTPN11_s595	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PTPN12_s186	51,153,255	PhosphoNetworks (PN)
PRKCA	PTPN12_s39	239,130,13	PSP, PN
PRKCA	PTPN12_s435	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PTPN6_s591	102,204,0	PhosphoSitePlus (PSP)
PRKCA	PTPN6_s593	51,153,255	PhosphoNetworks (PN)
PRKCA	RAB37_t172	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RAF1_s259	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RAF1_s43	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RAF1_s499	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RALB_s198	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RALBP1_s118	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RALBP1_s353	102,204,0	PhosphoSitePlus (PSP)
PRKCA	RALBP1_s509	102,204,0	PhosphoSitePlus (PSP)
