Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000090054	SPTLC1	0.05	0.1	0.19	0.03	0.45	0.53	0.63	0.16	0.32	0.64	0.63	0.6	0.6	0.61
ENSG00000090615	GOLGA3	-0.04	-0.08	-0.16	0.16	0.16	0.16	0.16	-0.02	-0.04	-0.08	1	1	0.35	0.1
ENSG00000091527	CDV3	0	0	0.01	0.46	0.85	0.36	0.12	0.12	0.24	0.49	1.19	0.87	0.6	0.4
ENSG00000092108	SCFD1	0.05	0.1	0.2	0.77	0.79	0.57	0.37	0.04	0.08	0.16	0.82	0.66	0.33	0.06
ENSG00000094914	AAAS	-0.03	-0.05	-0.1	-0.25	-0.06	0.04	0.11	-0.18	-0.36	-0.71	-0.06	-0.06	-0.07	-0.08
ENSG00000095139	ARCN1	-0.09	-0.19	-0.37	0.39	0.99	1.39	1.63	0.18	0.36	0.71	1.05	0.76	0.48	0.26
ENSG00000100227	POLDIP3	-0.11	-0.22	-0.45	0.15	0.15	-0.06	-0.18	-0.01	-0.01	-0.03	0	-0.14	-0.2	-0.25
ENSG00000100353	EIF3D	0.01	0.03	0.07	0.22	0.3	0.36	0.4	-0.04	-0.09	-0.17	0.22	0.22	0.21	0.21
ENSG00000100575	TIMM9	0.14	0.29	0.58	1.03	1.12	0.94	0.78	0.05	0.1	0.2	0.86	0.65	0.51	0.42
ENSG00000100603	SNW1	0.02	0.05	0.11	0.41	0.24	0.06	-0.08	0.17	0.34	0.66	0.71	0.81	0.63	0.47
ENSG00000100926	TM9SF1	0.01	0.01	0.01	0.4	0.46	0.4	0.34	-0.25	-0.5	-0.99	0.01	0.01	-0.22	-0.31
ENSG00000100934	SEC23A	0.06	0.12	0.24	0.17	-0.15	-0.37	-0.51	-0.05	-0.1	-0.2	0.22	-0.02	-0.33	-0.57
ENSG00000101337	TM9SF4	-0.01	-0.02	-0.03	-0.39	0.05	0.11	0.21	0.05	0.1	0.19	0.13	0.23	0.29	0.33
ENSG00000101558	VAPA	-0.06	-0.13	-0.25	0.11	0.11	0.16	0.18	-0.11	-0.22	-0.44	0.18	0.23	0.24	0.25
ENSG00000101843	PSMD10	-0.07	-0.14	-0.29	-0.76	0.03	0.2	0.37	-0.07	-0.13	-0.27	0.07	0.05	0.05	0.05
ENSG00000102172	SMS	0.1	0.22	0.44	-0.46	-0.35	-0.14	0.01	-0.18	-0.36	-0.72	-0.58	-0.64	-0.54	-0.46
ENSG00000102317	RBM3	0	0.01	0.04	-0.74	-0.17	0.09	0.26	-0.13	-0.26	-0.51	-0.25	-0.27	-0.25	-0.23
ENSG00000105447	GRWD1	-0.1	-0.2	-0.39	-0.06	-0.23	-0.27	-0.29	0.01	0.02	0.04	-0.28	-0.23	-0.23	-0.24
ENSG00000105701	FKBP8	-0.12	-0.25	-0.5	-0.58	-0.28	-0.13	-0.02	-0.09	-0.18	-0.36	0.16	0.14	0.09	0.04
ENSG00000107951	MTPAP	-0.03	-0.06	-0.13	0.2	0.62	0.59	0.52	0.04	0.08	0.18	0.68	0.52	0.46	0.43
ENSG00000108179	PPIF	-0.03	-0.06	-0.13	-0.45	-0.2	-0.01	0.12	-0.01	-0.02	-0.03	-0.1	0.07	0.21	0.32
ENSG00000108270	AATF	0.03	0.07	0.16	0.39	0.33	0.25	0.18	-0.06	-0.13	-0.26	0.12	0.12	0.02	-0.01
ENSG00000108448	TRIM16	0.06	0.12	0.24	0.48	0.59	0.84	1.04	-0.28	-0.57	-1.14	0.34	0.42	0.38	0.33
ENSG00000109534	GAR1	-0.02	-0.04	-0.07	0.24	0.27	0.17	0.08	0.02	0.04	0.08	0.77	0.51	0.27	0.1
ENSG00000110696	SMAP	-0.01	-0.01	-0.03	0.06	0.11	0.04	-0.02	-0.04	-0.08	-0.15	0.29	0.01	0	-0.05
ENSG00000110713	NUP98	0.1	0.21	0.43	0.38	-0.14	-0.18	-0.15	-0.03	-0.06	-0.11	-0.68	-0.53	-0.44	-0.39
ENSG00000110801	PSMD9	-0.02	-0.05	-0.1	0.12	0.08	-0.03	-0.12	-0.12	-0.24	-0.49	0.33	-0.28	-0.24	-0.31
ENSG00000111581	NUP107	0.05	0.1	0.21	-0.14	-0.19	-0.13	-0.07	0.08	0.15	0.3	-0.45	-0.44	-0.29	-0.16
ENSG00000111642	CHD4	0.1	0.2	0.4	0.54	0.33	0.16	0.03	-0.26	-0.52	-1.05	-0.32	-0.46	-0.58	-0.66
ENSG00000111678	C12orf57	-0.08	-0.16	-0.31	0.03	0.42	0.47	0.5	0.06	0.12	0.23	0.66	0.69	0.67	0.65
ENSG00000112651	MRPL2	-0.14	-0.29	-0.58	-0.42	-0.23	-0.35	-0.46	0	-0.01	-0.01	0.35	0.22	0.11	0.04
ENSG00000112977	DAP	0.12	0.23	0.46	0.99	0.73	0.24	-0.14	-0.18	-0.36	-0.73	0.36	0.06	-0.27	-0.52
ENSG00000113282	CLINT1	0.06	0.13	0.26	0.57	0.92	0.61	0.35	-0.02	-0.03	-0.05	0.6	0.34	0.08	-0.11
ENSG00000113448	PDE4D	0.02	0.05	0.1	0.42	0.42	0.23	0.15	0.22	0.44	0.88	0.05	0.37	0.47	0.52
ENSG00000113552	GNPDA1	0.06	0.11	0.23	-0.48	-0.05	0.07	0.12	-0.35	-0.69	-1.38	-0.3	-0.1	-0.55	-0.65
ENSG00000113810	SMC4	-0.02	-0.05	-0.1	0.25	-0.19	-0.64	-0.97	0.03	0.06	0.11	-0.43	-0.43	-0.21	-0.12
ENSG00000114416	FXR1	0	0	0	-0.03	0.09	0.15	0.2	-0.01	-0.01	-0.03	0.19	0.15	0.11	0.08
ENSG00000114767	RRP9	-0.1	-0.19	-0.39	-0.23	-0.14	-0.2	-0.23	-0.09	-0.17	-0.34	-0.18	-0.24	-0.16	-0.09
ENSG00000115211	EIF2B4	-0.03	-0.06	-0.12	-0.01	-0.01	-0.05	-0.1	-0.15	-0.31	-0.61	-0.12	-0.42	-0.34	-0.33
ENSG00000115306	SPTBN1	-0.05	-0.1	-0.21	0.33	-0.03	-0.38	-0.64	0.08	0.15	0.3	0.1	0.1	-0.19	-0.3
ENSG00000115415	STAT1	0.07	0.14	0.29	0.62	0.41	0.2	0.05	-0.04	-0.08	-0.15	0.22	0.19	0.08	-0.01
ENSG00000116750	UCHL5	-0.04	-0.08	-0.17	0.01	0.07	0.11	0.13	0.02	0.04	0.08	0.33	0.22	0.27	0.28
ENSG00000119414	PPP6C	-0.08	-0.16	-0.31	-0.46	-0.33	-0.2	-0.11	-0.02	-0.04	-0.07	-0.02	-0.01	0.02	0.03
ENSG00000119541	VPS4B	0.07	0.13	0.26	0.32	0.32	0.24	0.2	-0.03	-0.06	-0.12	0.18	0.15	0.17	0.19
ENSG00000120686	UFM1	-0.11	-0.22	-0.44	-0.05	0.78	0.77	0.66	0.1	0.2	0.4	1.75	1.4	1.04	0.77
ENSG00000121579	NAA50	0.04	0.08	0.16	0.28	0.01	0	0.01	0.31	0.61	1.19	0.49	0.8	0.76	0.7
ENSG00000124164	VAPB	0.09	0.19	0.38	0.7	0.42	0.34	0.26	-0.03	-0.06	-0.12	-0.06	0.01	-0.05	-0.12
ENSG00000124562	SNRPC	-0.02	-0.04	-0.08	-0.67	-0.46	-0.3	-0.18	-0.07	-0.14	-0.29	-0.3	-0.48	-0.39	-0.3
ENSG00000124570	SERPINB6	-0.02	-0.05	-0.11	-0.39	0.04	0.15	0.2	-0.23	-0.46	-0.92	-0.1	-0.06	-0.04	-0.03
ENSG00000125484	GTF3C4	-0.11	-0.23	-0.46	-0.04	-0.11	-0.26	-0.38	0.13	0.25	0.5	0.28	0.32	0.4	0.46
ENSG00000125505	MBOAT7	-0.04	-0.09	-0.18	-0.68	-0.45	-0.16	0.06	-0.07	-0.13	-0.26	-0.55	-0.39	-0.17	0.01
ENSG00000125753	VASP	0	0	0.01	-0.79	-0.04	-0.14	-0.18	0.08	0.16	0.32	0.39	0.12	-0.19	-0.43
ENSG00000125971	DYNLRB1	-0.1	-0.2	-0.4	-0.36	-0.21	-0.06	0.06	-0.07	-0.14	-0.28	-0.46	-0.4	-0.1	0.15
ENSG00000127481	UBR4	0.02	0.04	0.09	0.66	0.49	0.32	0.19	0.01	0.02	0.04	0.66	0.49	0.27	0.1
ENSG00000131238	PPT1	0.06	0.12	0.24	-0.65	-0.45	-0.13	0.12	-0.05	-0.11	-0.22	-0.44	-0.38	-0.22	-0.1
ENSG00000132142	ACACA	-0.09	-0.18	-0.36	-1.12	-0.75	-0.59	-0.5	0.04	0.09	0.18	-0.57	-0.44	-0.31	-0.21
ENSG00000132275	RRP8	0.18	0.35	0.71	0.72	0.42	0.27	0.18	0.17	0.35	0.71	-0.08	0.1	0.1	0.08
ENSG00000133026	MYH10	-0.12	-0.25	-0.49	-0.73	-0.72	-0.72	-0.72	0.31	0.61	1.19	-0.58	0.2	0.48	0.65
ENSG00000133226	SRRM1	0.05	0.09	0.19	-0.26	-0.36	-0.29	-0.22	-0.02	-0.03	-0.06	-0.26	-0.2	-0.17	-0.15
ENSG00000133313	CNDP2	-0.05	-0.09	-0.19	-0.76	0.16	0.39	0.54	-0.14	-0.29	-0.57	0.14	0.09	-0.02	-0.11
ENSG00000133703	KRAS	-0.01	-0.01	-0.01	0.46	-0.05	-0.24	-0.43	0.15	0.31	0.62	-0.29	-0.28	-0.27	-0.26
ENSG00000133789	SWAP70	0.07	0.15	0.3	0.29	-0.06	-0.07	-0.11	0.07	0.13	0.27	-0.29	0	-0.04	-0.1
ENSG00000136521	NDUFB5	0.01	0.01	0.03	-0.38	-0.08	0.18	0.36	-0.01	-0.03	-0.05	-0.15	-0.06	0.05	0.13
ENSG00000136731	UGGT1	0.06	0.12	0.24	1.05	1.23	0.9	0.72	0.16	0.32	0.65	0.74	0.73	0.68	0.64
ENSG00000136888	ATP6V1G1	0.07	0.14	0.27	-0.27	-0.28	-0.34	-0.39	-0.03	-0.07	-0.14	-0.01	-0.19	-0.28	-0.34
ENSG00000137168	PPIL1	0.12	0.25	0.52	0.62	0.09	0.04	0.05	0.03	0.06	0.11	-0.64	-0.47	-0.3	-0.18
ENSG00000137547	MRPL15	-0.01	-0.01	-0.02	-0.09	-0.09	-0.05	-0.02	-0.05	-0.1	-0.21	-0.17	-0.13	-0.02	0.06
ENSG00000137824	FAM82A2	-0.01	-0.01	-0.03	0.06	0.06	0.13	0.17	-0.05	-0.09	-0.18	0.14	0.13	0.14	0.16
ENSG00000138398	PPIG	0.07	0.14	0.28	0.8	0.44	0.28	0.18	0.15	0.29	0.58	0.09	-0.09	-0.15	-0.18
ENSG00000138448	ITGAV	0.03	0.07	0.15	-0.14	-0.66	-0.5	-0.48	0.01	0.03	0.07	-0.42	-0.49	-0.53	-0.55
ENSG00000139637	C12orf10	-0.04	-0.08	-0.16	0.42	0.67	0.4	0.14	0.02	0.03	0.06	0.82	0.56	0.32	0.15
ENSG00000141756	FKBP10	-0.06	-0.12	-0.23	-0.24	-0.05	0.08	0.18	0.1	0.19	0.38	0.4	0.5	0.57	0.63
ENSG00000143149	ALDH9A1	-0.04	-0.08	-0.17	-0.29	-0.3	-0.3	-0.3	-0.1	-0.2	-0.4	0.08	-0.14	-0.22	-0.27
ENSG00000144580	RQCD1	0.01	0.02	0.05	0.24	-0.01	-0.07	-0.14	-0.1	-0.2	-0.41	-0.68	-0.33	-0.17	-0.06
ENSG00000144895	EIF2A	0.01	0.01	0.02	0.25	0.25	0.25	0.25	0.01	0.02	0.03	0.92	0.77	0.64	0.55
ENSG00000145817	YIPF5	0.03	0.06	0.13	0.02	0.14	0.22	0.28	0.02	0.04	0.09	0.06	0.15	0.17	0.17
ENSG00000147162	OGT	-0.04	-0.08	-0.16	0.32	0.47	0.5	0.51	-0.04	-0.08	-0.17	0.29	0.34	0.25	0.17
ENSG00000147416	ATP6V1B2	0.03	0.07	0.14	-0.13	-0.05	0.07	0.15	-0.31	-0.62	-1.23	-0.43	-0.58	-0.71	-0.81
ENSG00000148484	RSU1	0.01	0.03	0.06	-0.55	-0.46	-0.31	-0.21	-0.2	-0.4	-0.81	-0.4	-0.53	-0.41	-0.29
ENSG00000149313	AASDHPPT	0.05	0.11	0.22	0.04	0.13	0.2	0.26	-0.03	-0.07	-0.13	-0.32	-0.09	0.09	0.21
ENSG00000149532	CPSF7	0.03	0.05	0.1	0.32	0.14	0.04	-0.03	0.14	0.27	0.54	0.25	0.29	0.2	0.12
ENSG00000153201	RANBP2	-0.03	-0.06	-0.12	0.1	-0.11	-0.25	-0.35	0.11	0.22	0.44	-0.17	-0.28	-0.19	-0.16
ENSG00000153250	RBMS1	0.18	0.36	0.73	0.92	0.61	0.45	0.35	0.16	0.31	0.62	-0.55	-0.22	0.02	0.19
ENSG00000153310	FAM49B	0	0	-0.01	-0.17	-0.34	-0.39	-0.41	0.04	0.08	0.17	-0.65	-0.39	-0.34	-0.32
ENSG00000154380	ENAH	0	0	-0.01	-0.11	-0.25	-0.32	-0.36	0.04	0.07	0.15	-0.61	-0.55	-0.5	-0.47
ENSG00000155008	APOOL	-0.19	-0.38	-0.76	-0.25	-0.01	0.06	0.1	0.04	0.08	0.15	0.95	0.69	0.51	0.37
ENSG00000156697	UTP14A	0.14	0.28	0.56	0.89	0.21	0.16	0.17	-0.15	-0.3	-0.6	-0.31	-0.37	-0.47	-0.53
ENSG00000157184	CPT2	-0.01	-0.02	-0.04	-0.23	-0.26	-0.2	-0.14	-0.07	-0.14	-0.29	0.22	0.13	0.06	0.02
ENSG00000162191	UBXN1	-0.03	-0.06	-0.11	0.2	0.44	0.26	0.08	0.03	0.06	0.12	0.63	0.38	0.24	0.15
ENSG00000162433	AK4	0	0	0.01	-0.89	0.07	0.49	0.75	-0.03	-0.07	-0.13	0.04	0.09	0.15	0.18
ENSG00000162961	DPY30	-0.02	-0.05	-0.09	-0.69	-0.29	-0.02	0.17	-0.07	-0.15	-0.29	-0.23	-0.16	-0.09	-0.03
ENSG00000163110	PDLIM5	0.04	0.08	0.16	0.08	-0.01	0.07	0.15	0.16	0.32	0.64	-0.07	0.09	0.19	0.26
ENSG00000163344	PMVK	-0.13	-0.26	-0.52	-0.5	-0.04	-0.04	0.02	-0.03	-0.06	-0.11	0.29	0.3	0.27	0.25
ENSG00000163527	STT3B	-0.03	-0.05	-0.09	0.04	0.73	0.32	0.16	0.05	0.09	0.18	0.51	0.5	0.4	0.31
ENSG00000163811	WDR43	-0.05	-0.1	-0.2	0	0	-0.05	-0.1	-0.04	-0.08	-0.17	-0.31	-0.04	-0.09	-0.15
ENSG00000163918	RFC4	0.04	0.09	0.18	0.74	-0.08	-0.01	-0.04	0.04	0.08	0.16	-0.26	-0.22	-0.01	0.14
ENSG00000163939	PBRM1	-0.05	-0.1	-0.19	-0.11	-0.16	-0.21	-0.25	0.03	0.06	0.13	0.24	0.22	0.07	-0.06
ENSG00000164508	H2AFX	0.02	0.03	0.06	1.75	0.18	-0.36	-0.66	0.08	0.16	0.31	0.13	0.67	0.63	0.53
ENSG00000165219	GAPVD1	0.12	0.23	0.46	1.05	0.71	0.49	0.31	-0.08	-0.17	-0.34	0.21	0.19	-0.05	-0.25
ENSG00000166595	FAM96B	-0.07	-0.14	-0.3	-0.04	0.07	-0.01	-0.1	-0.06	-0.12	-0.24	0.27	0.19	0.02	-0.11
ENSG00000167216	KATNAL2	0.06	0.12	0.25	-0.29	0.15	0.42	0.61	0.1	0.21	0.41	-0.13	0.1	0.38	0.58
ENSG00000168036	CTNNB1	-0.06	-0.12	-0.25	0.2	-0.35	-0.53	-0.63	0.02	0.04	0.08	-0.75	-0.59	-0.45	-0.35
ENSG00000168298	HIST1H1E	-0.12	-0.24	-0.48	0.08	-0.25	-0.38	-0.47	0.15	0.3	0.61	-0.06	0.12	0.16	0.19
ENSG00000168385	Sep-02	-0.15	-0.3	-0.62	-0.05	-0.21	-0.24	-0.25	-0.02	-0.05	-0.1	-0.26	-0.27	-0.23	-0.19
ENSG00000168542	COL3A1	-0.1	-0.21	-0.42	-1.06	-1.08	-0.86	-0.67	-0.15	-0.3	-0.61	-1.18	-1.08	-0.89	-0.74
ENSG00000170584	NUDCD2	0.04	0.08	0.16	0.23	0.24	0.25	0.26	0.06	0.11	0.23	0.08	0.2	0.1	0.01
ENSG00000170955	PRKCDBP	-0.04	-0.08	-0.16	0.22	0.3	-0.05	-0.36	0.04	0.07	0.15	0.42	0.1	-0.15	-0.32
ENSG00000171861	RNMTL1	-0.05	-0.1	-0.21	-0.16	-0.15	-0.19	-0.23	0	0.01	0.02	0.11	-0.11	-0.05	-0.03
ENSG00000172725	CORO1B	-0.16	-0.31	-0.62	-0.39	-0.31	-0.48	-0.63	-0.1	-0.21	-0.42	0.21	-0.06	-0.37	-0.61
ENSG00000173145	NOC3L	0.07	0.13	0.26	0.42	0.18	0.05	-0.05	0.16	0.33	0.66	-0.2	-0.03	0.13	0.25
ENSG00000175216	CKAP5	0.01	0.03	0.06	-0.21	-0.21	-0.3	-0.35	-0.15	-0.3	-0.59	-0.39	-0.5	-0.6	-0.67
ENSG00000177469	PTRF	-0.03	-0.05	-0.1	-0.1	-0.1	-0.47	-0.6	0.08	0.16	0.33	-0.64	-0.56	-0.5	-0.46
ENSG00000177565	TBL1XR1	0.11	0.22	0.44	0.17	-0.52	-0.16	0.1	-0.23	-0.46	-0.91	-1.31	-0.98	-0.65	-0.4
ENSG00000177971	IMP3	-0.08	-0.16	-0.32	-0.63	-0.15	-0.04	0.02	-0.05	-0.1	-0.2	0.11	0.18	0.08	0.01
ENSG00000179889	PDXDC1	0.09	0.18	0.35	0.06	0.03	0.05	0.07	-0.09	-0.19	-0.37	0.51	0.17	-0.12	-0.33
ENSG00000182446	NPLOC4	0.01	0.01	0.02	0.1	0.02	0.03	0.04	-0.03	-0.06	-0.13	-0.16	-0.24	-0.19	-0.15
ENSG00000184967	NOC4L	-0.07	-0.14	-0.29	0.12	0	-0.03	-0.04	0.04	0.08	0.16	0.04	0.07	0.16	0.23
ENSG00000185721	DRG1	0.1	0.2	0.41	0.54	0.35	0.16	0.01	-0.2	-0.4	-0.8	0.06	-0.15	-0.27	-0.35
ENSG00000186522	Sep-10	0.04	0.08	0.17	-0.09	-0.28	-0.04	0.08	0.09	0.19	0.38	-0.43	-0.26	-0.08	0.04
ENSG00000187608	ISG15	-0.04	-0.08	-0.16	0.2	0.59	0.88	1.07	0.04	0.08	0.15	0.97	0.62	0.31	0.09
ENSG00000187837	HIST1H1C	0.03	0.06	0.12	1.28	1.02	0.73	0.51	0.13	0.27	0.55	0.87	0.61	0.51	0.42
ENSG00000188529	SRSF10	0.07	0.14	0.29	0.39	0.02	-0.02	-0.15	-0.02	-0.04	-0.09	-0.96	-0.69	-0.48	-0.32
ENSG00000196363	WDR5	-0.04	-0.09	-0.17	-0.31	-0.23	-0.04	0.12	-0.05	-0.11	-0.22	-0.71	-0.54	-0.34	-0.2
ENSG00000196961	AP2A1	0.01	0.02	0.04	-0.07	-0.26	-0.34	-0.4	-0.17	-0.33	-0.67	-0.04	-0.13	-0.22	-0.3
ENSG00000198060	Mar-05	0.2	0.4	0.8	0.86	0.06	0.22	0.2	-0.11	-0.23	-0.45	-0.61	-0.58	-0.32	-0.14
ENSG00000198356	ASNA1	-0.08	-0.16	-0.32	-0.53	-0.4	-0.16	0.01	-0.13	-0.27	-0.54	0.1	0.1	0.06	0.03
ENSG00000198830	HMGN2	-0.06	-0.12	-0.23	-0.19	-0.1	-0.07	-0.05	-0.12	-0.23	-0.46	-0.27	-0.22	-0.16	-0.11
ENSG00000203879	GDI1	-0.06	-0.12	-0.24	-0.48	0.07	0.11	0.15	-0.08	-0.15	-0.31	0.06	-0.12	0	0.13
ENSG00000205323	SARNP	0.07	0.14	0.27	0.73	0.31	0.05	-0.16	0.04	0.09	0.18	-0.03	-0.15	-0.24	-0.3
ENSG00000205765	C5orf51	0.15	0.31	0.62	1.58	0.9	0.45	0.14	0.04	0.08	0.15	0.43	0.35	0.19	0.06
ENSG00000213463	SYNJ2BP	0.01	0.01	0.04	-0.58	-0.44	-0.09	0.19	-0.03	-0.05	-0.09	-0.28	-0.22	-0.07	0.06
ENSG00000004487	KDM1A	0.02	0.04	0.08	-0.39	-0.24	-0.11	-0.02	-0.17	-0.35	-0.7	-0.44	-0.58	-0.46	-0.33
ENSG00000004897	CDC27	0	-0.01	-0.01	0.29	0.03	-0.15	-0.29	0.09	0.18	0.37	0.1	0.1	0.07	0.05
ENSG00000008282	SYPL1	0.03	0.06	0.12	-0.44	-0.26	-0.03	0.13	-0.12	-0.24	-0.49	-0.28	-0.3	-0.27	-0.24
ENSG00000010292	NCAPD2	0	0	0.01	-0.66	-0.4	-0.1	0.14	-0.06	-0.12	-0.23	-0.59	-0.49	-0.36	-0.28
ENSG00000014138	POLA2	0.04	0.08	0.16	1.03	-0.2	0.1	0.12	-0.09	-0.19	-0.37	-0.87	-0.52	-0.36	-0.18
ENSG00000023318	ERP44	0.28	0.56	1.13	0.13	0.23	0.15	0.08	0.26	0.53	1.07	0.61	0.59	0.42	0.27
ENSG00000025800	KPNA6	0.01	0.02	0.05	0.06	0.08	0.13	0.18	-0.04	-0.08	-0.16	-0.31	-0.27	-0.28	-0.28
ENSG00000035403	VCL	0.17	0.35	0.71	0.17	-0.4	-0.55	-0.65	-0.03	-0.06	-0.12	-1.35	-0.79	-0.62	-0.54
ENSG00000046604	DSG2	-0.05	-0.1	-0.21	-0.37	-0.07	0.15	0.32	-0.17	-0.35	-0.69	-0.76	-0.43	-0.21	-0.04
ENSG00000049541	RFC2	0.06	0.11	0.23	0.81	0.06	0.2	0.18	-0.13	-0.26	-0.53	-0.62	-0.53	-0.18	-0.01
ENSG00000049860	HEXB	-0.06	-0.11	-0.22	-0.81	-0.51	-0.21	0.01	-0.04	-0.08	-0.15	-0.09	-0.21	0	0.2
ENSG00000056097	ZFR	0.09	0.18	0.35	0.46	0.11	-0.18	-0.39	0.04	0.07	0.15	0.6	0.4	0.12	-0.11
ENSG00000058668	ATP2B4	-0.07	-0.14	-0.28	-0.81	-0.61	-0.35	-0.14	-0.04	-0.08	-0.16	-1.26	-0.89	-0.53	-0.27
ENSG00000060237	WNK1	-0.21	-0.42	-0.85	-0.49	-0.02	-0.02	0.02	-0.14	-0.28	-0.55	-0.17	-0.54	-0.41	-0.27
ENSG00000060339	CCAR1	0.03	0.07	0.14	0.28	0.04	-0.15	-0.3	0.06	0.11	0.21	0.08	-0.1	-0.24	-0.34
ENSG00000070770	CSNK2A2	0.01	0.02	0.03	0.31	0.07	0.2	0.25	-0.08	-0.16	-0.31	0.73	0.22	0.08	0.02
ENSG00000071539	TRIP13	0.04	0.08	0.16	-0.08	-0.47	-0.51	-0.66	-0.01	-0.03	-0.05	-0.49	-0.56	-0.57	-0.57
ENSG00000075142	SRI	-0.07	-0.15	-0.3	-1.04	-1.31	-0.3	0.03	0.04	0.07	0.15	-0.92	-0.48	0	0.35
ENSG00000075618	FSCN1	-0.03	-0.07	-0.13	-0.72	-0.67	-0.59	-0.53	-0.07	-0.14	-0.27	-0.9	-0.82	-0.67	-0.54
ENSG00000075886	TUBA1A	-0.17	-0.35	-0.72	-0.71	-0.16	-0.25	-0.39	0.1	0.19	0.37	0.44	0.29	0.19	0.12
ENSG00000079459	FDFT1	0.09	0.19	0.37	0.62	0.46	0.2	0	-0.02	-0.04	-0.08	-0.62	0.29	-0.11	-0.22
ENSG00000083520	DIS3	0.04	0.08	0.15	0.46	0.45	0.38	0.32	0	-0.01	-0.03	0.01	0.13	0.35	0.53
ENSG00000083642	PDS5B	0.02	0.04	0.08	0.67	0.67	0.67	0.67	0.06	0.12	0.24	-0.81	-0.57	-0.31	-0.1
ENSG00000085872	CHERP	0.06	0.13	0.26	-0.55	-0.38	0.02	0.33	-0.18	-0.36	-0.73	-0.96	-0.73	-0.49	-0.32
ENSG00000087086	FTL	0.02	0.04	0.09	-0.7	-0.22	0.48	0.95	-0.15	-0.31	-0.61	0.16	0.31	0.42	0.5
ENSG00000088256	GNA11	-0.03	-0.06	-0.13	-0.58	-0.19	-0.02	0.09	-0.16	-0.31	-0.61	-0.25	-0.52	-0.46	-0.39
ENSG00000099246	RAB18	-0.11	-0.21	-0.42	-0.22	0.29	0.26	0.21	0.11	0.22	0.43	0.79	0.61	0.54	0.5
ENSG00000099942	CRKL	0.11	0.23	0.46	0.29	0.35	0.25	0.2	-0.09	-0.19	-0.38	-0.12	-0.02	-0.06	-0.1
ENSG00000100664	EIF5	-0.05	-0.11	-0.23	-0.53	-0.41	-0.35	-0.31	0.05	0.09	0.19	-0.93	-0.76	-0.46	-0.22
ENSG00000100911	PSME2	0.01	0.02	0.05	-0.04	0.26	0.32	0.33	0.02	0.04	0.07	0.33	0.26	0.24	0.22
ENSG00000101160	CTSZ	-0.17	-0.35	-0.69	-1.18	-0.91	-0.71	-0.57	0.32	0.64	1.27	0.61	0.43	0.51	0.6
ENSG00000101811	CSTF2	0.02	0.03	0.06	0.07	-0.31	-0.33	-0.3	-0.08	-0.16	-0.33	-0.71	-0.71	-0.34	-0.21
ENSG00000101972	STAG2	-0.05	-0.1	-0.19	-1.09	-0.4	0.28	0.76	-0.1	-0.21	-0.43	-0.78	-0.32	0.01	0.26
ENSG00000102103	PQBP1	0.01	0.01	0.03	0.02	-0.17	-0.22	-0.26	-0.06	-0.12	-0.25	0.5	0.2	-0.11	-0.34
ENSG00000104325	DECR1	-0.02	-0.05	-0.09	-0.33	0.13	0.17	0.26	-0.06	-0.12	-0.26	0.27	0.16	0.24	0.32
ENSG00000105618	PRPF31	-0.03	-0.07	-0.13	-0.09	-0.27	-0.17	-0.14	-0.18	-0.36	-0.74	-0.53	-0.62	-0.56	-0.5
ENSG00000105676	ARMC6	-0.14	-0.27	-0.55	-0.72	-0.63	-0.55	-0.5	-0.1	-0.2	-0.4	-0.47	-0.49	-0.48	-0.48
ENSG00000106153	CHCHD2P9	-0.06	-0.11	-0.23	-0.15	0.16	0.21	0.25	0.01	0.01	0.02	0.53	0.24	0.08	-0.02
ENSG00000107438	PDLIM1	-0.03	-0.05	-0.11	-0.55	-0.76	-0.99	-1.16	-0.24	-0.47	-0.95	-0.95	-0.83	-0.71	-0.61
ENSG00000107862	GBF1	-0.01	-0.02	-0.03	0.34	0.14	-0.05	-0.18	0	0	0.01	0.39	0.11	0	-0.12
ENSG00000107949	BCCIP	0.04	0.07	0.14	-0.62	-0.79	-0.36	0.01	-0.14	-0.29	-0.57	-1.56	-1.03	-0.61	-0.32
ENSG00000109332	UBE2D3	0.02	0.03	0.06	-0.09	-0.15	0.07	0.23	0.15	0.3	0.6	0.11	0.13	0.26	0.34
ENSG00000109805	NCAPG	0	0	0.01	-0.18	-1.09	-0.84	-0.81	0.08	0.16	0.33	-1.28	-1.28	-0.7	-0.48
ENSG00000109861	CTSC	-0.06	-0.13	-0.25	-1.01	-0.47	0.06	0.46	0	0	-0.01	-0.59	0.02	0.58	0.98
ENSG00000111799	COL12A1	0	-0.01	-0.02	-0.31	-0.73	-0.53	-0.43	-0.07	-0.14	-0.27	-0.94	-0.74	-0.73	-0.74
ENSG00000112739	PRPF4B	-0.02	-0.04	-0.09	-0.44	-0.15	-0.02	0.1	0.02	0.04	0.09	-0.57	-0.37	-0.22	-0.12
ENSG00000113712	CSNK1A1	0.07	0.14	0.28	0.34	0.38	0.33	0.27	0.06	0.13	0.26	0.07	0.01	0.04	0.05
ENSG00000114209	PDCD10	0.04	0.09	0.19	0.04	-0.08	-0.12	-0.15	0.01	0.03	0.06	-0.12	-0.05	-0.03	-0.02
