Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000071626	DAZAP1	0.11	0.22	0.43	-0.19	-0.53	-1.22	-1.77	-0.17	-0.35	-0.7	-0.97	-0.87	-1.03	-1.16
ENSG00000072958	AP1M1	0.01	0.02	0.04	0.22	0.06	-0.07	-0.17	-0.03	-0.06	-0.11	-0.46	-0.29	-0.26	-0.25
ENSG00000073969	NSF	-0.18	-0.36	-0.71	-0.13	0.39	0.68	0.87	0.04	0.08	0.16	-0.51	-0.2	0.08	0.3
ENSG00000074071	MRPS34	-0.05	-0.1	-0.21	-0.86	-0.98	-0.88	-0.78	-0.06	-0.13	-0.26	-0.47	-0.18	0.11	0.33
ENSG00000074800	ENO1	-0.03	-0.06	-0.12	0.01	0.05	-0.16	-0.35	0.01	0.02	0.05	-0.05	-0.06	0.01	0.06
ENSG00000075239	ACAT1	0.05	0.1	0.2	0	-0.01	-0.23	-0.41	0.01	0.02	0.03	0.22	0.05	0.13	0.15
ENSG00000075785	RAB7A	-0.01	-0.02	-0.05	0.07	-0.05	0	0.07	-0.01	-0.01	-0.01	0.46	0.31	0.15	0.03
ENSG00000077097	TOP2B	-0.03	-0.06	-0.12	-0.23	-0.51	-0.61	-0.66	0.1	0.21	0.43	0	-0.23	-0.22	-0.19
ENSG00000077380	DYNC1I2	-0.12	-0.24	-0.49	-0.23	-0.39	-0.6	-0.75	-0.06	-0.11	-0.21	-0.38	-0.35	-0.36	-0.38
ENSG00000079246	XRCC5	0.09	0.17	0.33	0.23	0.01	-0.19	-0.33	0.01	0.02	0.03	-0.11	0.06	-0.17	-0.28
ENSG00000079462	PAFAH1B3	0	0	0	-0.36	-0.86	-1.36	-1.73	-0.04	-0.09	-0.18	-0.51	-0.54	-0.45	-0.38
ENSG00000079785	DDX1	-0.06	-0.12	-0.24	-0.22	-0.18	-0.19	-0.2	-0.05	-0.1	-0.2	-0.41	-0.16	-0.29	-0.36
ENSG00000082153	BZW1	-0.07	-0.14	-0.28	-0.26	-0.66	-0.89	-1.05	-0.08	-0.15	-0.31	-0.81	-0.62	-0.47	-0.37
ENSG00000082515	MRPL22	0.4	0.8	1.58	1.52	1.86	2.73	3.31	0.37	0.74	1.47	2.02	1.69	2.06	2.28
ENSG00000083123	BCKDHB	-0.04	-0.09	-0.17	-0.05	-0.61	-0.92	-1.17	0.13	0.26	0.5	0.29	0.36	0.56	0.73
ENSG00000083444	PLOD1	0.08	0.15	0.29	0.15	0.18	0.26	0.31	-0.05	-0.1	-0.2	0.31	-0.12	-0.29	-0.38
ENSG00000083845	RPS5	-0.02	-0.05	-0.1	-0.06	-0.15	0.09	0.23	-0.01	-0.02	-0.04	0.01	0.07	0.09	0.1
ENSG00000084207	GSTP1	0.01	0.03	0.07	-0.11	-0.01	-0.09	-0.17	0.05	0.1	0.19	0.01	0.06	0.19	0.3
ENSG00000084733	RAB10	-0.06	-0.11	-0.22	0.04	-0.21	-0.28	-0.32	-0.07	-0.14	-0.28	-0.66	-0.51	-0.34	-0.2
ENSG00000084754	HADHA	0.04	0.08	0.14	0.28	0.51	0.91	1.24	0.07	0.15	0.3	0.78	0.76	0.65	0.58
ENSG00000087460	GNAS	0.02	0.04	0.08	-0.2	-0.06	0.23	0.46	0.06	0.12	0.24	0.4	0.48	0.17	0.03
ENSG00000088205	DDX18	-0.09	-0.19	-0.38	0.13	0.04	0.01	-0.01	0.04	0.09	0.17	0.44	0.26	0.15	0.07
ENSG00000088247	KHSRP	0.02	0.04	0.09	-0.1	-0.35	-0.56	-0.72	-0.19	-0.38	-0.77	-0.43	-0.72	-0.92	-1.06
ENSG00000089009	RPL6	0	0	-0.01	0.07	0.05	0.1	0.14	0.02	0.04	0.07	0.35	0.33	0.32	0.31
ENSG00000089154	GCN1L1	-0.17	-0.34	-0.68	-0.28	-0.28	0.09	0.32	-0.02	-0.03	-0.05	-0.58	-0.32	-0.27	-0.26
ENSG00000089597	GANAB	0.06	0.12	0.22	0.3	0.2	0.41	0.61	0.04	0.08	0.15	0.43	0.35	0.29	0.25
ENSG00000090273	NUDC	-0.05	-0.11	-0.21	-0.01	-0.32	-0.54	-0.7	-0.03	-0.06	-0.12	0.14	0.06	-0.1	-0.23
ENSG00000091483	FH	0.1	0.2	0.39	0.68	0.61	0.62	0.64	0.06	0.13	0.25	-0.06	0.09	0.09	0.08
ENSG00000094916	CBX5	0.15	0.3	0.59	0.62	0.12	0.13	0.2	0.11	0.22	0.44	0.31	-0.18	-0.55	-0.81
ENSG00000096746	HNRNPH3	0.12	0.25	0.5	0.27	0.04	0.31	0.57	-0.02	-0.05	-0.09	-0.13	-0.04	0.09	0.19
ENSG00000100097	LGALS1	-0.02	-0.04	-0.08	-0.01	0.05	-0.04	-0.13	0.08	0.16	0.32	0.64	0.59	0.58	0.57
ENSG00000100138	NHP2L1	0.01	0.02	0.05	0.34	0.22	0.09	0	0.08	0.16	0.32	0.24	0.19	0.08	-0.01
ENSG00000100316	RPL3	0.02	0.05	0.11	0.4	0.32	0.35	0.39	0.07	0.15	0.3	0.27	0.33	0.42	0.49
ENSG00000100347	SAMM50	-0.1	-0.2	-0.42	-0.22	-0.47	-0.5	-0.57	0.06	0.13	0.25	0.36	0.34	0.03	-0.16
ENSG00000100380	ST13	0.05	0.09	0.18	-0.32	-0.21	-0.24	-0.28	0.05	0.11	0.21	-0.07	-0.06	-0.13	-0.18
ENSG00000100410	PHF5A	0.02	0.04	0.08	-0.49	-0.3	-0.46	-0.62	-0.06	-0.12	-0.24	-1.12	-0.71	-1.4	-1.76
ENSG00000100519	PSMC6	0.11	0.22	0.44	0.32	0.39	0.32	0.26	0.03	0.06	0.12	0.08	0.08	0.12	0.16
ENSG00000100632	ERH	-0.21	-0.41	-0.82	-0.35	-0.31	-0.31	-0.31	0.02	0.04	0.07	-0.15	-0.27	-0.36	-0.41
ENSG00000100764	PSMC1	0.07	0.14	0.28	-0.6	-0.15	0.07	0.21	-0.11	-0.21	-0.42	-0.62	-0.49	-0.49	-0.5
ENSG00000100983	GSS	-0.07	-0.14	-0.28	-0.18	-0.92	-1.38	-1.77	0.01	0.02	0.03	-0.25	-0.42	-0.5	-0.55
ENSG00000101182	PSMA7	-0.04	-0.09	-0.18	-0.22	-0.16	-0.01	0.11	-0.05	-0.09	-0.18	-0.14	-0.06	-0.08	-0.08
ENSG00000101361	NOP56	0	0	-0.01	0.32	0.37	0.48	0.58	0.08	0.16	0.32	0.74	0.52	0.22	-0.01
ENSG00000101596	SMCHD1	0.05	0.09	0.18	-0.02	-0.48	-0.63	-0.71	0.02	0.03	0.06	-0.19	0.43	1.04	1.5
ENSG00000102119	EMD	-0.09	-0.19	-0.38	-0.15	-0.24	-0.28	-0.31	-0.06	-0.13	-0.25	-0.19	-0.53	-0.72	-0.86
ENSG00000102144	PGK1	-0.03	-0.06	-0.12	0.03	-0.15	-0.31	-0.43	0.07	0.15	0.3	0.27	0.27	0.36	0.42
ENSG00000104131	EIF3J	-0.12	-0.24	-0.48	-0.08	-0.31	0.18	0.52	-0.1	-0.2	-0.39	-0.27	-0.78	-1.19	-1.46
ENSG00000104408	EIF3E	0.07	0.14	0.28	-0.02	0.12	-0.25	-0.46	-0.07	-0.14	-0.28	-0.24	-0.34	-0.17	-0.09
ENSG00000105197	TIMM50	0.22	0.43	0.85	0.88	0.36	0.38	0.44	0.08	0.16	0.33	0.12	0.1	0.07	0.05
ENSG00000105202	FBL	0.04	0.08	0.17	0.39	0.12	0.15	0.21	0.04	0.09	0.19	0.7	0.59	0.5	0.44
ENSG00000105220	GPI	0	-0.01	-0.01	-0.17	-0.15	-0.18	-0.2	0.06	0.11	0.23	-0.18	-0.07	0.04	0.12
ENSG00000105323	HNRNPUL1	-0.06	-0.11	-0.2	-0.45	-0.83	-0.91	-0.95	-0.14	-0.28	-0.57	-0.97	-0.58	-0.73	-0.77
ENSG00000105364	MRPL4	-0.04	-0.08	-0.17	0.34	0.07	0.36	0.6	0.05	0.11	0.21	-0.47	-0.23	-0.46	-0.56
ENSG00000105372	RPS19	-0.03	-0.07	-0.14	-0.21	-0.14	-0.28	-0.39	0.1	0.19	0.38	0.27	0.22	0.23	0.23
ENSG00000105401	CDC37	-0.01	-0.02	-0.04	-0.17	-0.17	-0.17	-0.17	0.06	0.13	0.26	-0.01	-0.06	-0.07	-0.08
ENSG00000105854	PON2	0.21	0.42	0.83	0.58	0.44	0.58	0.7	-0.06	-0.12	-0.24	0.14	0.24	-0.12	-0.35
ENSG00000105953	OGDH	0	0.01	0.02	0.15	-0.27	0.12	0.39	0.02	0.04	0.07	0.57	0.35	0.06	-0.15
ENSG00000106028	SSBP1	0.13	0.26	0.52	0.68	0.89	1.03	1.12	0.46	0.91	1.83	2.22	2.21	2.38	2.52
ENSG00000106049	HIBADH	0.07	0.14	0.27	0.38	0	-0.12	-0.19	0.23	0.47	0.94	0.75	0.62	0.44	0.29
ENSG00000106344	RBM28	0.08	0.17	0.32	0.25	-0.23	0.25	0.71	-0.11	-0.23	-0.45	-0.58	-0.31	-0.7	-0.93
ENSG00000106397	PLOD3	-0.04	-0.08	-0.16	0.08	-0.43	-0.27	-0.08	-0.02	-0.04	-0.09	-0.29	-0.5	-0.76	-0.95
ENSG00000106588	PSMA2	0.03	0.05	0.09	-0.25	-0.28	-0.39	-0.48	0.01	0.03	0.06	-0.49	-0.37	-0.29	-0.24
ENSG00000106605	BLVRA	-0.1	-0.21	-0.42	-0.31	-0.35	-0.31	-0.28	-0.07	-0.14	-0.28	-0.34	-0.31	-0.26	-0.22
ENSG00000106682	EIF4H	-0.1	-0.19	-0.38	-0.22	-0.64	-1.07	-1.39	-0.07	-0.14	-0.28	-0.86	-1.05	-1.09	-1.11
ENSG00000107833	NPM3	-0.07	-0.13	-0.25	0.06	-0.88	-1.81	-2.52	-0.02	-0.03	-0.09	-0.02	0.15	0.33	0.47
ENSG00000107937	GTPBP4	-0.12	-0.24	-0.48	-0.06	-0.32	-0.17	-0.03	-0.03	-0.06	-0.12	0.34	0.4	-0.02	-0.27
ENSG00000108298	RPL19	0.05	0.1	0.21	0.12	0.22	0.1	-0.01	0.11	0.22	0.44	0.2	0.25	0.3	0.34
ENSG00000108424	KPNB1	0	0.01	0.01	0.08	-0.01	-0.18	-0.31	-0.03	-0.05	-0.09	-0.6	-0.6	-0.66	-0.71
ENSG00000108528	SLC25A11	0.04	0.07	0.13	0.14	0.04	0.09	0.12	-0.03	-0.06	-0.12	0.49	0.46	0.25	0.07
ENSG00000108588	CCDC47	0.04	0.07	0.14	0.72	0.86	1.34	1.75	0.01	0.02	0.03	0.15	0.36	0.23	0.17
ENSG00000108671	PSMD11	0.06	0.12	0.23	0.08	0.19	0.05	-0.08	0.01	0.01	0.02	-0.33	-0.19	-0.03	0.1
ENSG00000108946	PRKAR1A	-0.02	-0.04	-0.08	-0.37	-0.55	-0.95	-1.21	0.06	0.13	0.25	-0.45	-0.29	-0.45	-0.61
ENSG00000110107	PRPF19	-0.03	-0.06	-0.13	-0.07	-0.07	-0.38	-0.49	-0.03	-0.06	-0.12	-0.29	-0.18	-0.45	-0.67
ENSG00000110321	EIF4G2	0.06	0.11	0.21	-0.11	0.14	0.34	0.49	-0.12	-0.24	-0.47	-0.76	-0.44	-0.53	-0.64
ENSG00000110700	RPS13	-0.03	-0.05	-0.1	-0.14	-0.24	-0.32	-0.38	0.05	0.11	0.22	0.16	0.05	0	-0.04
ENSG00000110711	AIP	-0.25	-0.49	-0.99	-0.94	-1	-0.76	-0.55	-0.05	-0.1	-0.19	-0.63	-0.67	-0.55	-0.45
ENSG00000110717	NDUFS8	0.17	0.34	0.65	0.41	-0.21	-0.31	-0.34	0.14	0.28	0.55	0.58	0.09	-0.27	-0.54
ENSG00000110955	ATP5B	0.1	0.19	0.37	0.52	0.51	0.72	0.9	0.03	0.07	0.14	0.61	0.5	0.3	0.15
ENSG00000111057	KRT18	0.02	0.04	0.08	0.34	0.03	-0.16	-0.29	0.08	0.15	0.31	0.15	-0.01	-0.21	-0.35
ENSG00000111142	METAP2	0.02	0.03	0.07	-0.05	0.18	-0.18	-0.31	0	0	0	-0.58	-0.45	-0.32	-0.22
ENSG00000111144	LTA4H	0	-0.01	-0.01	-0.16	-0.38	-0.62	-0.8	0	0.01	0.02	-0.33	-0.2	-0.1	-0.02
ENSG00000111667	USP5	0	0.01	0.01	0.01	0.01	0.01	0.01	-0.04	-0.08	-0.16	-0.88	-0.8	-0.81	-0.82
ENSG00000111669	TPI1	-0.02	-0.03	-0.05	-0.11	-0.01	-0.05	-0.09	0.02	0.05	0.09	0.08	0.07	0.16	0.24
ENSG00000111786	SRSF9	0	0.01	0.02	-0.3	-0.18	0.04	0.22	-0.04	-0.09	-0.17	-0.64	-0.68	-0.78	-0.85
ENSG00000112208	BAG2	0.03	0.05	0.1	-0.4	-0.6	-0.22	0.1	0.1	0.21	0.42	-0.15	-0.25	-0.12	-0.01
ENSG00000113387	SUB1	0.12	0.23	0.45	0.15	-0.31	-0.57	-0.76	-0.05	-0.1	-0.21	-0.2	-0.28	-0.34	-0.37
ENSG00000113460	BRIX1	0.12	0.25	0.5	0.69	0.73	0.96	1.15	0.03	0.07	0.15	0.31	0.53	0.17	-0.02
ENSG00000113643	RARS	0.03	0.06	0.12	0.11	0.04	0.05	0.06	-0.01	-0.01	-0.02	0.01	0.11	0.19	0.25
ENSG00000113657	DPYSL3	0.02	0.04	0.08	-0.66	-0.66	-0.66	-0.66	-0.05	-0.11	-0.21	-0.42	-0.8	-0.98	-1.09
ENSG00000113719	ERGIC1	0.27	0.54	1.08	1.03	0.82	0.95	1.09	0.06	0.12	0.23	0.75	0.6	0.44	0.31
ENSG00000113758	DBN1	0.06	0.12	0.24	0.18	-0.17	-0.47	-0.69	-0.02	-0.03	-0.07	-0.27	-0.85	-1.32	-1.67
ENSG00000114302	PRKAR2A	-0.02	-0.03	-0.07	0.05	0.12	0	-0.07	-0.05	-0.09	-0.19	-0.52	-0.68	-0.99	-1.25
ENSG00000114491	UMPS	0.02	0.03	0.06	-0.31	-0.29	-0.32	-0.34	-0.02	-0.05	-0.1	-0.72	-0.34	-0.28	-0.22
ENSG00000114573	ATP6V1A	-0.05	-0.11	-0.21	-0.52	-0.44	-0.31	-0.22	-0.09	-0.18	-0.37	-0.71	-0.65	-0.58	-0.53
ENSG00000114686	MRPL3	0.2	0.39	0.77	0.69	0.7	1.02	1.29	0	0.01	0.03	0.8	0.61	0.63	0.67
ENSG00000114942	EEF1B2	-0.01	-0.02	-0.03	-0.08	0.14	0.05	-0.05	0.05	0.1	0.19	-0.25	-0.23	-0.23	-0.23
ENSG00000115091	ACTR3	-0.05	-0.1	-0.19	-0.05	-0.11	-0.37	-0.59	-0.03	-0.07	-0.14	-0.22	-0.41	-0.61	-0.75
ENSG00000115241	PPM1G	0.01	0.01	0.02	-0.47	-1.24	-1.76	-2.13	-0.03	-0.06	-0.12	-0.47	-0.72	-0.74	-0.79
ENSG00000115364	MRPL19	0.02	0.04	0.07	0.02	-0.18	0.18	0.5	0.12	0.25	0.5	0.37	0.32	0.15	0.01
ENSG00000115368	WDR75	0.27	0.52	1.02	0.45	0.51	0.36	0.26	-0.11	-0.21	-0.41	-1.05	-0.74	-1.02	-1.16
ENSG00000115419	GLS	0.02	0.04	0.09	0.23	0.33	0.39	0.43	0.07	0.15	0.29	0.37	0.07	0	-0.09
ENSG00000115484	CCT4	-0.01	-0.02	-0.02	-0.09	-0.02	-0.19	-0.31	0	0.01	0.01	-0.12	-0.19	-0.25	-0.29
ENSG00000116120	FARSB	0.05	0.1	0.2	0.02	0.02	0.02	0.02	0.04	0.08	0.15	-0.08	-0.05	0.02	0.08
ENSG00000116161	CACYBP	-0.02	-0.04	-0.07	-0.24	-0.35	-0.78	-1.14	0.01	0.01	0.02	-0.35	-0.33	-0.41	-0.48
ENSG00000116191	RALGPS2	0.42	0.83	1.64	1.62	0.92	0.72	0.61	0.24	0.49	0.97	0.81	0.35	0.09	-0.09
ENSG00000116251	RPL22	0.03	0.07	0.14	-0.08	-0.12	-0.28	-0.41	0.02	0.05	0.09	0.12	0.07	-0.01	-0.08
ENSG00000116459	ATP5F1	0	0.01	0.03	0.2	0.18	0.38	0.54	0.08	0.16	0.31	0.78	0.77	0.73	0.7
ENSG00000116489	CAPZA1	-0.01	-0.03	-0.06	-0.23	-0.11	-0.15	-0.18	-0.02	-0.04	-0.07	-0.22	-0.29	-0.26	-0.23
ENSG00000116754	SRSF11	-0.17	-0.34	-0.67	-0.63	-0.74	-0.66	-0.62	-0.02	-0.04	-0.08	-0.72	-0.43	-0.16	0.04
ENSG00000117054	ACADM	-0.02	-0.03	-0.06	0.41	0.3	0.27	0.26	0.07	0.15	0.3	0.21	0.01	-0.01	-0.01
ENSG00000117395	EBNA1BP2	0.03	0.06	0.11	0.27	0.2	0.02	-0.11	0.01	0.02	0.05	0.36	0.19	-0.03	-0.19
ENSG00000118181	RPS25	-0.02	-0.04	-0.07	-0.03	0.04	0.1	0.14	0.07	0.13	0.26	0.29	0.26	0.26	0.25
ENSG00000119318	RAD23B	0.02	0.05	0.1	0.33	0.11	0.08	0.1	-0.08	-0.17	-0.33	-0.8	-1.03	-1.03	-1.03
ENSG00000119705	SLIRP	-0.03	-0.06	-0.11	-0.17	-0.07	0.21	0.44	0.06	0.12	0.25	0.43	0.23	0.08	-0.02
ENSG00000120158	RCL1	0.03	0.07	0.13	0.46	0.12	0.26	0.42	0.21	0.41	0.83	0.41	0.36	-0.11	-0.5
ENSG00000120694	HSPH1	0.03	0.05	0.11	-0.04	0.01	-0.15	-0.28	0.01	0.02	0.04	-0.09	-0.12	-0.04	0.03
ENSG00000120800	UTP20	-0.1	-0.19	-0.37	-0.04	-0.19	-0.27	-0.32	0.02	0.04	0.08	0.31	0.03	0.03	0.05
ENSG00000120948	TARDBP	-0.07	-0.12	-0.24	-0.39	-0.23	-0.09	0.03	-0.05	-0.09	-0.17	-0.67	-0.4	-0.19	-0.05
ENSG00000120992	LYPLA1	-0.08	-0.16	-0.31	-0.23	-0.12	-0.69	-1.07	-0.02	-0.04	-0.08	-0.59	-0.84	-0.81	-0.77
ENSG00000121892	PDS5A	-0.15	-0.29	-0.58	-0.2	-0.28	-0.43	-0.54	0.04	0.08	0.17	-0.36	-0.57	-0.6	-0.65
ENSG00000122026	RPL21	0.17	0.34	0.67	0.24	0.2	-0.13	-0.39	0.08	0.17	0.34	0.75	0.68	0.73	0.76
ENSG00000122406	RPL5	0.15	0.3	0.59	0.33	0.23	0.1	0.01	0.09	0.18	0.36	0.37	0.32	0.27	0.23
ENSG00000122565	CBX3	0.09	0.18	0.36	-0.09	-0.19	-0.38	-0.52	-0.02	-0.04	-0.08	-0.15	-0.26	-0.26	-0.24
ENSG00000122642	FKBP9	-0.13	-0.26	-0.53	-1.68	-1.37	-1.34	-1.35	-0.13	-0.26	-0.53	-1.7	-1.59	-1.55	-1.53
ENSG00000122692	SMU1	-0.15	-0.29	-0.58	-0.46	-0.65	-0.8	-0.91	-0.1	-0.19	-0.38	-1.23	-1.11	-1.3	-1.4
ENSG00000122787	AKR1D1	0.07	0.14	0.27	-0.41	-0.24	-0.47	-0.59	0.08	0.16	0.32	0.4	0.51	0.66	0.78
ENSG00000123146	CD97	0.22	0.44	0.88	0.53	-0.1	0.06	0.18	0.04	0.08	0.17	-0.14	-0.25	-0.25	-0.24
ENSG00000124193	SRSF6	-0.05	-0.1	-0.2	0.31	0.13	0.06	0.03	0.07	0.14	0.28	0.91	0.9	0.62	0.43
ENSG00000124383	MPHOSPH10	-0.1	-0.2	-0.41	0.13	-0.3	-0.64	-0.88	0.15	0.3	0.61	0.2	0.04	-0.18	-0.33
ENSG00000124614	RPS10	0.04	0.08	0.16	-0.23	-0.15	-0.11	-0.09	-0.01	-0.01	-0.01	0.21	0.17	0.02	-0.1
ENSG00000124795	DEK	0.03	0.06	0.12	0.02	0.06	0	-0.05	0.04	0.07	0.14	0.21	0.06	-0.09	-0.2
ENSG00000124802	EEF1E1	0.05	0.11	0.21	0.2	0.32	0.15	-0.02	-0.08	-0.16	-0.33	-0.13	-0.03	0	0.01
ENSG00000124942	AHNAK	0.09	0.17	0.34	-0.05	-0.32	-0.46	-0.56	0.01	0.02	0.05	-0.28	-0.67	-0.99	-1.21
ENSG00000125691	RPL23	-0.08	-0.16	-0.31	-0.58	-0.8	-0.38	-0.07	0.08	0.17	0.33	0.17	0.18	0.12	0.09
ENSG00000125835	SNRPB	0.11	0.23	0.45	0.42	0.49	0.13	-0.13	-0.14	-0.28	-0.56	-0.04	-0.37	-0.56	-0.69
ENSG00000125970	RALY	0.25	0.5	1	0.8	0.8	0.95	1.07	0.11	0.23	0.44	0.61	1.19	0.65	0.29
ENSG00000126067	PSMB2	-0.08	-0.15	-0.29	-0.44	-0.3	-0.45	-0.52	-0.11	-0.22	-0.43	-1.08	-1.03	-0.99	-0.97
ENSG00000126261	UBA2	-0.01	-0.03	-0.05	-0.15	-0.46	-0.97	-1.34	-0.05	-0.11	-0.22	-0.83	-0.61	-0.27	-0.02
ENSG00000126602	TRAP1	0.08	0.16	0.31	0.3	0.27	0.48	0.6	0.01	0.01	0.02	0.26	0.07	-0.05	-0.13
ENSG00000127445	PIN1	0.05	0.1	0.21	-0.53	-1	-1.49	-1.86	0.04	0.08	0.16	0.1	0.1	0	-0.08
ENSG00000128059	PPAT	0.1	0.2	0.41	-0.27	-0.2	0.14	0.42	-0.08	-0.16	-0.31	-0.61	-0.7	-0.58	-0.53
ENSG00000128708	HAT1	0.03	0.06	0.13	-0.55	-1.38	-2.06	-2.6	-0.1	-0.19	-0.38	-0.96	-0.64	-0.6	-0.52
ENSG00000129084	PSMA1	0.05	0.1	0.2	0.09	-0.29	-0.73	-1.07	0.07	0.14	0.29	0.46	0.21	0.19	0.16
ENSG00000129235	TXNDC17	-0.05	-0.09	-0.18	-0.16	0.08	-0.22	-0.51	-0.05	-0.09	-0.18	-0.44	-0.27	-0.08	0.06
ENSG00000129255	HBEBP2BPA	-0.14	-0.29	-0.57	-0.19	-0.23	0.13	0.44	-0.3	-0.61	-1.22	-1.4	-1.4	-1.15	-1.06
ENSG00000129351	ILF3	0.11	0.21	0.43	-0.18	-0.27	-0.42	-0.54	-0.05	-0.1	-0.2	-0.8	-0.85	-0.85	-0.84
ENSG00000129515	SNX6	-0.05	-0.1	-0.2	-0.31	-0.95	-1.21	-1.37	-0.05	-0.09	-0.18	-1.12	-0.99	-0.63	-0.36
ENSG00000129559	NEDD8	-0.01	-0.02	-0.05	-0.49	-0.67	-0.88	-1.05	-0.09	-0.17	-0.34	-0.42	-0.55	-0.56	-0.56
ENSG00000130726	TRIM28	0.07	0.15	0.29	0.22	-0.07	-0.37	-0.59	-0.01	-0.02	-0.03	-0.15	-0.27	-0.43	-0.54
ENSG00000131467	PSME3	0.08	0.15	0.3	-0.12	-1.26	-1.97	-2.57	0.02	0.04	0.09	-0.03	-0.38	-0.74	-1.02
ENSG00000131469	RPL27	0.03	0.06	0.14	-0.06	0.02	0.06	0.08	0.03	0.06	0.12	0.21	0.36	0.38	0.37
ENSG00000131795	RBM8A	0.23	0.47	0.93	0.55	0.39	-0.18	-0.54	-0.04	-0.08	-0.16	-0.07	-0.01	-0.03	-0.06
ENSG00000132153	DHX30	0.01	0.02	0.03	-0.13	-0.17	-0.04	0.07	-0.03	-0.07	-0.14	0.34	-0.19	-0.45	-0.63
ENSG00000132300	PTCD3	-0.07	-0.16	-0.34	-0.17	-0.1	0.02	0.11	0.21	0.41	0.82	0.49	0.44	0.85	1.21
ENSG00000132341	RAN	-0.01	-0.03	-0.07	-0.18	0.08	0.17	0.23	0.01	0.03	0.07	0.39	0.38	0.42	0.47
ENSG00000133706	LARS	0.02	0.04	0.09	-0.35	-0.47	-0.59	-0.68	-0.01	-0.02	-0.04	-0.42	-0.28	-0.13	-0.02
ENSG00000134202	GSTM3	-0.06	-0.12	-0.23	-0.03	0.22	0.22	0.2	-0.01	-0.01	-0.02	-0.4	-0.17	-0.06	0.01
ENSG00000134717	BTF3L4	-0.06	-0.12	-0.23	-0.11	-0.41	-0.93	-1.29	-0.02	-0.04	-0.08	-0.26	-0.28	-0.26	-0.25
ENSG00000134900	TPP2	0.11	0.21	0.42	0.25	0.21	0.19	0.18	-0.06	-0.13	-0.26	-0.76	-0.58	-0.28	-0.05
ENSG00000134987	WDR36	-0.03	-0.06	-0.13	-0.13	-0.2	-0.07	0.05	0.09	0.18	0.36	0.63	0.43	0.32	0.24
ENSG00000135250	SRPK2	0.03	0.04	0.07	-0.62	-0.03	-0.64	-1.23	-0.06	-0.11	-0.23	0.25	0.02	0.24	0.34
ENSG00000135372	NAT10	-0.14	-0.29	-0.59	0.03	-0.13	0.16	0.43	0.03	0.06	0.13	-0.14	-0.22	-0.32	-0.39
ENSG00000135900	MRPL44	-0.08	-0.17	-0.34	0.02	0.13	0.33	0.5	-0.09	-0.17	-0.34	0.4	0.2	0.09	0.01
ENSG00000135940	COX5B	-0.11	-0.23	-0.45	-0.87	-0.45	-0.29	-0.2	0.17	0.34	0.69	0.17	-0.24	-0.63	-0.93
ENSG00000136153	LMO7	-0.11	-0.23	-0.46	-0.08	-0.77	-0.61	-0.61	0.11	0.21	0.42	0.37	-0.21	-0.72	-1.09
ENSG00000136193	SCRN1	-0.17	-0.34	-0.69	-0.76	-0.98	-1.27	-1.48	0.03	0.07	0.14	-0.69	-0.52	-0.46	-0.42
ENSG00000136270	TBRG4	0.05	0.11	0.22	0.52	0.41	0.61	0.72	-0.01	-0.03	-0.07	0.13	-0.11	-0.3	-0.43
ENSG00000136271	DDX56	-0.07	-0.13	-0.25	-0.67	-0.27	-0.41	-0.57	-0.07	-0.15	-0.29	-0.64	-0.63	-0.74	-0.8
ENSG00000136279	DBNL	0.06	0.13	0.26	0.17	0.2	-0.12	-0.39	-0.01	-0.02	-0.05	-0.88	-0.78	-0.5	-0.28
ENSG00000136527	TRA2B	-0.1	-0.21	-0.43	0	-0.35	-0.35	-0.32	0.06	0.12	0.23	0.09	0.2	-0.17	-0.5
ENSG00000136824	SMC2	-0.01	-0.02	-0.05	-0.37	-0.67	-0.8	-0.89	-0.09	-0.18	-0.36	-0.48	0.01	0.01	-0.02
ENSG00000136830	FAM129B	-0.11	-0.21	-0.42	-0.42	-0.42	-0.86	-1.02	-0.06	-0.11	-0.23	-0.47	-0.57	-0.51	-0.48
ENSG00000136938	ANP32B	0.08	0.15	0.31	-0.11	-0.2	-0.26	-0.3	-0.06	-0.12	-0.24	-0.3	-0.36	-0.39	-0.41
ENSG00000136942	RPL35	0.02	0.04	0.08	0.13	0.2	0.24	0.27	0.07	0.14	0.29	0.45	0.4	0.44	0.48
ENSG00000137055	PLAA	0.04	0.08	0.15	-0.54	-0.78	-1.31	-1.67	-0.02	-0.05	-0.1	-0.52	-0.86	-0.66	-0.5
ENSG00000137106	GRHPR	-0.06	-0.12	-0.23	-0.34	-0.54	-0.9	-1.15	0.05	0.1	0.2	-0.26	-0.23	-0.24	-0.26
ENSG00000137154	RPS6	0.09	0.18	0.36	0.25	0.19	0.25	0.31	0.11	0.21	0.42	0.23	0.14	0.03	-0.05
ENSG00000137818	RPLP1	-0.05	-0.09	-0.19	0.01	-0.12	-0.4	-0.62	0.09	0.18	0.35	0.21	0.07	-0.07	-0.18
ENSG00000138071	ACTR2	0.05	0.11	0.22	0.15	0.27	0.3	0.31	0.03	0.07	0.15	0.08	-0.07	-0.07	-0.05
