gene_info	entrezs	Tulip14	Tulip27	Tulip04	Tulip01	Tulip13	Tulip20	Tulip24	Tulip25	Tulip28	Tulip09	Tulip03	Tulip17	Tulip06	Tulip05	Tulip11	Tulip07	Tulip22
PSAT1	29968	-0.411	0.846	0.64	-0.121	0.148	1.083	1.23	0.627	-0.618	-0.919	-0.011	-0.593	-0.197	-0.361	-0.646	-0.181	-0.514
PSMA1	5682	-0.326	0.038	0.983	0.046	0.118	-0.104	-0.056	-0.144	-0.183	-0.079	-0.297	-0.372	0.34	0.795	0.011	-0.64	-0.129
PSMA2	5683	-0.304	0.526	0.54	0.324	0.189	0.051	-0.128	-0.259	-0.226	0.243	-0.267	-0.563	0.483	1.061	-0.646	-0.702	-0.322
PSMA3	5684	-0.3	0.442	0.687	0.207	0.249	0.056	0.063	-0.319	-0.136	0.126	-0.253	-0.586	0.593	1.075	-0.537	-0.964	-0.403
PSMA4	5685	-0.457	0.241	0.515	0.208	0.088	-0.039	-0.27	-0.209	-0.174	0.09	-0.238	-0.668	0.415	1.991	-0.461	-0.694	-0.338
PSMA5	5686	-0.305	0.199	0.53	0.204	0.264	-0.026	-0.114	-0.167	0.141	-0.1	-0.326	-0.786	0.565	1.112	-0.319	-0.702	-0.171
PSMA6	5687	-0.315	0.544	0.628	0.235	0.117	0.072	0.023	-0.36	-0.229	0.151	-0.279	-0.516	0.542	1.031	-0.8	-0.574	-0.27
PSMA7	5688	-0.43	0.316	0.628	0.352	0.306	-0.029	-0.003	-0.284	-0.07	0.097	-0.288	-0.455	0.567	0.928	-0.615	-0.687	-0.334
PSMB1	5689	-0.424	0.116	0.691	0.367	0.218	0.03	-0.017	-0.093	-0.17	-0.037	-0.06	-0.332	0.368	1.217	-0.461	-0.919	-0.497
PSMB2	5690	-0.353	0.197	0.546	0.498	0.237	-0.044	-0.129	-0.367	-0.004	-0.142	-0.152	-0.527	0.818	1.081	-0.629	-0.772	-0.257
PSMB4	5692	-0.336	0.256	0.524	0.379	0.345	0.045	0.172	-0.213	-0.206	-0.033	-0.391	-0.359	0.586	0.867	-0.692	-0.586	-0.358
PSMB5	5693	-0.159	0.336	0.664	0.09	0.054	-0.162	-0.271	-0.017	-0.23	-0.575	0.003	-0.339	0.587	1.294	-0.458	-0.432	-0.383
PSMB6	5694	-0.653	0.292	0.622	0.326	0.144	-0.165	0.011	-0.158	-0.348	-0.011	-0.34	-0.658	0.479	1.557	-0.547	-0.16	-0.392
PSMB8	5696	-0.151	0.596	0.278	0.226	0.212	0.325	-0.027	-0.001	0.646	0.521	0.053	-0.714	0.127	-0.754	-0.247	-1.115	0.025
PSMB9	5698	0.122	0.351	0.2	0.13	0.135	0.114	0.099	-0.29	0.07	0.431	-0.168	-0.12	0.292	-0.328	-0.134	-0.625	-0.277
PSMD10	5716	-0.341	-0.314	0.049	0.078	0.007	0.016	-0.132	0.169	-0.045	-0.385	0.028	-0.54	0.626	1.189	0.127	-0.292	-0.24
PSMD5	5711	-0.192	-0.21	-0.093	0.452	-0.157	-0.044	-0.627	-0.171	0.21	0.218	0.136	-0.019	0.194	0.765	-0.192	-0.291	0.022
PSMD9	5715	-0.016	-0.308	0.366	0.168	0.161	-0.275	-0.292	0.286	-0.888	-0.506	-0.034	-0.425	0.944	1.319	0.014	-0.234	-0.282
PSME1	5720	-0.559	-0.392	0.316	0.206	0.427	0.103	-0.286	0.187	0.4	0.036	-0.221	-0.13	-0.018	1.2	-0.69	-0.505	-0.074
PSME2	5721	-0.487	-0.268	0.274	0.39	0.37	-0.034	-0.091	0.015	0.575	-0.029	-0.096	-0.207	-0.29	0.889	-0.142	-0.804	-0.066
PSME4	23198	0.228	0.161	-0.06	-0.114	0.154	-0.248	-0.314	-0.007	0.23	-0.538	0.623	0.181	0.606	-0.317	-0.242	-0.44	0.097
PTGDS	5730	0.321	-0.204	-0.101	-0.187	0.204	0.102	-0.084	0.075	-0.321	-0.043	0.272	0.231	0.197	-0.076	-0.254	0.337	-0.468
PTH	5741	0.047	-0.159	-0.063	0.169	0.077	-0.39	-0.536	-0.446	-0.014	-0.461	0.385	1.537	0.836	0.218	-0.085	-0.523	-0.592
PTK7	5754	0.12	0.068	-0.012	-0.126	-0.144	-0.022	-0.027	-0.008	-0.009	0.119	-0.05	-0.22	0.521	-0.179	0.132	0.116	-0.278
PTMS	5763	-0.759	0.093	-0.269	0.811	0.176	0.45	-0.224	0.016	0.929	0.745	-0.25	-0.672	0.37	-0.246	0.035	-1.018	-0.189
PTPN12	5782	-0.643	-0.154	-0.302	0.785	0.035	0.62	-0.561	-0.654	0.694	1.199	0.06	-0.615	0.242	0.208	-0.588	-0.483	0.157
PTPN18	26469	-1.173	0.35	-0.279	-1.705	-1.541	0.557	0.775	0.945	2.066	1.438	0.177	0.655	0.444	-0.312	-1.705	-0.951	0.26
PTPN6	5777	-0.84	-0.414	-0.32	0.86	0.228	0.19	-0.469	0.028	0.764	1.015	-0.221	-0.119	-0.532	-0.427	0.28	-0.094	0.072
PTPRB	5787	0.274	0.234	-0.164	0.215	-0.032	-0.451	-0.045	-0.081	0.047	-0.267	0.251	0.048	0.59	-0.438	0.132	-0.17	-0.143
PTPRC	5788	0.419	0.205	0.198	-0.35	-0.017	0.132	-0.032	0.169	0.096	-0.315	0.717	-0.135	0.508	-0.4	-0.407	-0.543	-0.245
PTPRD	5789	0.451	-0.343	0.368	-0.201	0.089	-0.406	-0.433	-0.042	-0.143	-0.301	0.143	0.601	-0.306	0.361	-0.137	0.34	-0.04
PTPRF	5792	0.594	-0.346	0.66	0.062	0.052	0.018	0.083	-0.276	-0.611	-0.464	-0.255	0.321	-0.445	0.17	0.098	0.204	0.135
PTPRG	5793	0.357	-0.132	0.108	-0.484	0.114	-0.148	-0.475	-0.122	0.044	0.06	0.314	0.324	0.368	-0.011	-0.155	0.056	-0.218
PTPRJ	5795	-0.2	0.508	0.29	-0.245	-0.182	0.007	0.251	-0.269	-0.074	0.111	0.229	-0.154	0.125	-0.067	-0.113	-0.551	0.334
PTPRK	5796	0.425	-0.165	0.257	-0.127	0.062	-0.387	-0.001	-0.322	0.119	0.25	0.064	0.087	-0.053	-0.068	-0.09	0.17	-0.22
PTPRM	5797	0.209	-0.331	0.171	-0.008	0.175	-0.091	0.22	0.492	-0.247	-0.542	-0.115	0.224	-0.248	0.133	-0.313	0.105	0.164
PTPRS	5802	0.422	-0.006	0.215	-0.089	-0.119	-0.128	-0.124	0.225	-0.135	-0.278	-0.034	0.159	-0.283	0.249	-0.03	0.253	-0.296
PTPRZ1	5803	0.118	0.107	0.279	-0.139	0.081	-0.047	-0.021	-0.237	0.1	-0.218	0.338	0.23	-0.011	0.057	-0.256	-0.081	-0.3
PTRHD1	391356	-0.61	-0.305	-0.1	0.271	-0.056	0.136	-0.197	0.177	0.252	0.257	-0.298	-0.499	0.28	0.944	0.509	-0.559	-0.204
PVR	5817	0.021	0.536	-0.479	-0.205	0.264	0.244	-0.063	0.126	-0.312	0.132	0.445	0.228	-0.192	-0.433	0.06	0.026	-0.398
PVRL1	NA	-0.1	0.144	0.074	-0.265	0.115	0.02	-0.075	0.018	0.115	-0.481	0.627	-0.089	0.333	-0.437	0.105	0.022	-0.128
PVRL2	NA	0.573	-0.585	0.194	0.236	-0.159	0.068	0.408	-0.042	-0.47	-0.234	-0.401	0.875	-0.169	-0.19	-0.186	0.645	-0.562
PVRL3	NA	0.064	0.351	0.209	-0.165	0.157	0.143	-0.182	0.11	0.057	-0.304	0.179	-0.16	0.134	-0.435	0.18	-0.088	-0.248
PYCARD	29108	0.585	-0.273	0.472	0.362	0.145	0.063	-0.35	0.01	-0.089	0.145	-0.436	0.074	0.386	0.217	-0.5	-0.395	-0.415
PYGB	5834	-0.805	-0.185	-0.522	0.715	0.127	0.668	-0.275	-0.014	1.05	0.972	0.021	-0.298	-0.425	-0.504	-0.073	-0.409	-0.042
PYGL	5836	-0.491	0.156	0.222	0.887	0.342	0.418	0.017	-0.479	0.396	0.24	0.048	-0.004	-0.21	-0.589	-0.351	-0.77	0.169
PZP	5858	-0.052	0.181	0.214	0.219	0.078	-0.062	-0.266	-0.331	-0.292	-0.439	-0.038	0.378	0.191	0.123	-0.421	-0.261	0.776
QSOX1	5768	0.254	-0.418	0.416	-0.435	0.076	0.037	0.099	0.118	0.088	-0.426	0.547	0.676	-0.935	-0.118	-0.143	0.513	-0.349
QSOX2	169714	-0.469	-0.49	0.089	1.061	-0.193	-0.712	-0.014	-0.379	0.181	-0.774	0.314	-0.058	-0.433	0.399	0.655	0.968	-0.145
RAB11FIP4	84440	1.048	0.499	0.559	-0.844	-0.392	-0.366	-0.171	-0.393	-0.281	-0.017	1.097	0.682	-0.242	-0.923	-0.18	-0.298	0.222
RAB14	51552	-0.119	0.249	-0.364	0.456	0.274	0.014	-0.328	-0.342	0.15	0.341	-0.109	0.209	0.152	-0.015	-0.255	-0.234	-0.079
RAB27B	5874	-0.852	-0.192	-0.805	0.462	0.153	1.023	-0.525	-0.386	1.191	1.25	-0.38	-1.003	-0.089	0.08	0.099	-0.558	0.531
RAB7A	7879	-1.167	-0.832	-1.15	1.212	0.072	0.59	0.009	0.137	0.801	1.508	-0.549	-0.471	-0.535	0.976	-0.047	-0.572	0.018
RAD23A	5886	-0.12	-0.198	0.222	0.244	0.252	-0.323	-0.213	0.318	-0.581	-0.612	-0.129	-0.589	1.011	1.66	-0.594	-0.5	0.151
RAD23B	5887	-1.021	-0.219	-0.466	0.858	0.204	0.473	-0.419	0.088	0.753	1.027	-0.228	-0.631	0.349	0.013	-0.112	-0.766	0.1
RAN	5901	-0.816	-0.332	0.371	0.075	0.152	0.06	-0.571	-0.038	-0.107	-0.369	-0.434	-0.807	0.349	2.195	-0.226	0.309	0.188
RANBP1	5902	-0.698	-0.254	-0.427	0.529	0.246	0.081	-0.428	0.174	0.002	0.21	-0.399	-0.86	1.054	1.737	-0.516	-0.518	0.066
RARRES2	5919	0.28	0.02	-0.015	0.044	0.276	0.265	-0.153	0.17	0.136	0.264	-0.241	-0.053	-0.212	-0.18	-0.045	0.108	-0.664
RASA3	22821	-1.15	-0.393	-0.595	0.754	0.112	0.297	-0.277	-0.462	0.791	0.928	0.514	-0.195	0.2	-0.586	0.169	-0.249	0.144
RBP2	5948	-0.363	-0.063	0.935	-0.43	-0.068	-0.016	-0.26	-0.068	0.249	-0.119	0.188	0.601	0.21	-0.071	-0.875	0.651	-0.499
RCN1	5954	-0.521	-0.563	0.532	0.945	-0.072	0.559	0.492	-0.076	0.191	0.283	-0.181	-0.857	0.183	-0.243	-0.348	0.213	-0.539
RDX	5962	-0.671	-0.093	-0.046	0.743	0.085	0.017	-0.323	-0.073	0.123	0.218	-0.151	-0.385	0.514	0.393	-0.211	-0.356	0.218
RECK	8434	-0.088	0.089	-0.383	-0.873	-0.198	-0.113	0.019	0.155	0.043	-0.216	0.702	-0.108	0.356	-0.198	0.639	0.263	-0.09
REG1A	5967	-0.951	-0.54	-0.717	-0.258	0.002	-0.847	0.395	0.295	0.476	-0.47	0.006	0.548	-0.732	0.085	1.176	1.018	0.513
RELN	5649	0.288	-0.443	0.413	0.019	-0.218	-0.546	0.659	-0.526	0.324	-0.567	0.741	-0.113	-0.594	-0.13	0.15	0.833	-0.289
RET	5979	0.121	0.105	0.171	-0.038	0.021	0.171	0.26	-0.05	-0.307	-0.2	-0.181	0.483	-0.044	-0.139	-0.206	0.061	-0.227
RETN	56729	0.723	-0.696	1.002	-0.575	-0.19	1.259	-1.411	-0.272	0.399	0.012	0.156	0.41	-0.036	-0.938	-0.213	0.932	-0.562
REXO2	25996	-0.21	-0.072	-0.06	0.019	0.009	-0.158	-0.069	-0.139	-0.342	-0.174	-0.243	-0.006	0.607	1.129	-0.335	0.102	-0.059
RFESD	317671	0	-0.165	0.195	-0.118	0.247	-0.321	-0.17	0.253	-0.72	-0.602	-0.144	-0.561	0.962	1.451	-0.43	0.156	-0.035
RGAG1	NA	0.352	0.432	0.734	0.314	0.317	-0.241	-0.281	-0.679	-0.58	-0.953	0.17	0.697	0.31	0.263	-0.74	-0.211	0.094
RGCC	28984	-0.561	-0.719	-0.315	0.972	0.311	0.275	-0.399	0.01	1.014	0.994	-0.142	0.003	0.164	-0.224	-1.015	-0.731	0.363
RGMA	56963	-0.166	0.151	0.065	-0.386	0.111	0.215	-0.201	-0.535	-0.016	0.021	0.725	0.013	0.48	0.068	-0.171	0.164	-0.538
RGMB	285704	0.124	0.048	-0.023	-0.223	-0.027	-0.115	-0.035	-0.306	0.058	-0.324	0.441	0.077	0.371	0.11	0.012	0.153	-0.342
RGS10	6001	-1.209	-0.303	-0.537	0.938	0.199	0.354	-0.447	-0.115	0.571	1.28	-0.393	-0.591	0.295	0.577	0.077	-0.634	-0.062
RGS18	64407	-0.017	-0.034	-1.649	-0.673	-0.669	0.293	0.265	0.491	0.036	1.06	-0.736	0.062	-0.781	0.103	1.103	0.741	0.405
RILPL1	353116	0.563	0.243	0.646	0.531	0.081	-0.018	-0.276	0.196	0.02	-0.666	0.218	-0.342	0.469	-0.478	-0.069	-0.871	-0.247
RNASE2	6036	0.684	-0.52	0.202	-0.372	-0.259	-0.325	-0.246	-0.006	0.585	-0.464	0.746	0.026	0.638	-0.583	-0.075	0.203	-0.233
RNASE6	6039	0.634	-0.044	0.571	0.072	0.142	-0.147	-0.079	0.198	0.109	-0.265	0.192	0.297	0.313	-1.112	-0.42	-0.312	-0.15
RNASET2	8635	0.039	-0.159	0.491	-0.071	0.091	-0.35	0.003	-0.159	0.11	0.04	0.447	0.273	0.317	-0.384	-0.366	-0.134	-0.189
RNH1	6050	-0.566	-0.413	0.375	0.183	-0.06	-0.342	0.06	0.23	-0.357	-0.233	-0.453	0.02	0.376	0.991	-0.192	0.273	0.108
RNPEP	6051	0.122	-0.563	0.27	0.032	0.326	0.105	0.206	-0.087	0.005	0.053	-0.144	0.528	-0.087	-0.266	-0.334	0.092	-0.256
ROBO1	6091	0.586	0.114	-0.198	-0.162	-0.224	0.052	0.402	0.066	-0.413	-0.488	0.039	0.022	-0.328	-0.047	0.339	0.418	-0.177
ROBO4	54538	-0.033	-0.46	-0.216	-0.066	0.432	-0.556	0.006	0.24	0.106	-0.241	0.752	0.262	-0.367	0.501	-0.002	0.123	-0.48
ROR1	4919	0.208	0.045	0.021	-0.338	-0.133	0.052	-0.443	-0.003	0.087	-0.165	0.591	0.317	0.545	-0.131	-0.431	0.047	-0.268
RPIA	22934	-0.311	-0.364	0.077	-0.018	0.129	-0.308	0	0.221	-0.184	-0.262	-0.331	0.139	0.351	1.488	-0.406	-0.098	-0.124
RPLP2	6181	-0.248	0.263	-0.183	0.062	0.479	-0.246	-0.183	0.187	0.391	0.465	-0.007	-0.321	0.381	0.551	-0.535	-0.927	-0.131
RPS28	6234	-0.078	-0.199	-0.078	0.441	0.581	0.044	0.009	0.308	0.333	0.78	-0.355	-0.391	0.544	-0.273	-0.571	-0.88	-0.215
RSU1	6251	-2.526	-1.088	-0.785	1.32	0.561	0.868	-0.111	-0.111	1.432	1.527	-0.415	0.016	-0.444	-0.523	0.392	-0.122	0.008
RTN4	57142	-0.982	-0.241	-1.329	0.53	0.262	0.821	-0.559	-0.246	1.247	1.79	-0.046	-1.789	0.328	-0.127	0.465	-1.132	1.008
RTN4RL2	349667	-0.139	0.169	0.516	0.886	-0.05	-0.13	0.224	-0.167	-0.407	-0.393	-0.21	0.031	0.269	-0.32	-0.142	-0.199	0.063
S100A11	6282	0.229	0.216	0.342	0.03	0.213	-0.147	-0.277	0.041	-0.119	-0.05	0.11	0.096	0.544	-0.622	-0.444	-0.02	-0.143
S100A12	6283	-0.148	0.015	0.026	0.214	1.027	-0.428	-0.214	0.144	0.091	-1.23	0.155	1	0.465	-0.419	-0.804	-0.098	0.204
S100A4	6275	-1.024	-0.323	0.407	0.772	0.159	0.049	-0.224	0.022	0.14	0.184	-0.347	-0.357	0.698	0.943	-0.364	-0.493	-0.24
S100A6	6277	-0.508	-0.68	0.891	0.464	0.293	-0.395	-0.003	0.14	-0.772	-0.502	-0.172	-0.406	1.162	1.512	-0.64	-0.324	-0.061
S100A7	6278	-0.514	-0.119	-0.069	0.602	0.634	-0.899	-0.625	-0.536	0.294	-0.461	0.278	0.147	1.329	-0.07	-0.038	-0.14	0.187
S100A8	6279	0.891	0.054	0.091	-0.145	0.47	0.639	0.013	0.183	-0.514	-0.139	-0.607	-0.064	-0.579	-0.351	-0.885	-0.05	0.991
S100A9	6280	0.722	0.185	0.074	-0.19	0.52	0.616	-0.023	0.229	-0.322	-0.277	-0.291	-0.246	-0.406	-0.57	-0.789	-0.136	0.906
S100P	6286	-0.103	0.675	-0.144	0.143	0.136	0.492	0.18	0.185	0.093	-0.774	0.094	-0.19	0.131	0.155	-0.569	-1.078	0.573
SAA1	6288	-0.175	0.04	-0.085	-0.339	0.067	0.106	-0.448	-0.392	0.216	2.397	0.352	-0.288	0.475	-0.606	-0.339	-0.692	-0.288
SAA2	6289	-0.001	-0.784	-0.865	-0.296	-0.605	0.275	-0.528	-0.148	-0.234	5.372	-0.247	-0.816	-0.299	-0.598	-0.976	0.439	0.312
SAA4	6291	0.823	0.162	0.631	0.123	-0.184	0.146	0.589	0.58	-0.47	-0.072	-0.644	-0.213	-0.502	-0.363	-0.413	-0.648	0.456
SARS	NA	-1.411	-0.202	-0.411	0.678	0.262	-0.23	-0.528	-0.128	0.839	1.063	0.211	-0.002	-0.196	-0.288	0.247	0.057	0.04
SBSN	374897	0.583	0.08	-0.547	-0.651	-0.081	0.013	-0.448	0.313	0.615	-0.262	-0.036	0.316	0.156	-0.312	0.227	0.449	-0.415
SCARA5	286133	0.295	0.276	0.065	-0.247	-0.103	-1.247	-0.024	-0.099	0.207	0.101	0.23	0.498	1.103	-0.637	0.154	-0.076	-0.498
SCG3	29106	-0.147	0.199	-0.168	-0.137	0.045	-0.525	-0.54	-0.004	0.381	-0.039	0.797	0.132	0.579	-0.323	0.084	0.004	-0.337
SCGB1A1	7356	0.428	0.045	0.084	-0.666	-0.342	-0.123	-0.449	-0.346	0.236	-0.197	0.982	0.128	0.236	-0.12	0.295	0.415	-0.606
SCN9A	6335	-1.226	-0.443	1.174	-0.83	-0.947	-0.579	0.194	0.182	-0.194	0.572	0.703	-0.613	0.384	-0.79	0.461	0.497	1.453
SDC1	6382	0.383	-0.23	0.093	0.106	0.177	-0.158	-0.369	0.031	0.437	-0.248	0.576	-0.098	0.135	-0.387	0.121	-0.467	-0.102
SDC4	6385	-0.503	-0.46	-0.562	0.986	0.696	0.239	-0.405	0.488	0.78	0.739	-0.061	-0.936	0.398	-0.443	-0.248	-1.081	0.373
SDCBP	6386	0.409	-0.264	0.389	-0.187	0.517	0.292	0.01	0.4	-0.082	-0.648	-0.514	0.129	0.065	0.03	-0.239	-0.349	0.045
SDF4	51150	0.368	-0.096	-0.064	0.137	0.319	0.046	-0.031	0.056	0.072	-0.293	0.327	0.375	0.187	-0.484	-0.363	-0.392	-0.162
SDK1	221935	0.259	-0.271	0.392	0.016	-0.11	-0.038	0.185	0.082	-0.276	-0.169	-0.138	0.442	-0.264	-0.135	-0.228	0.329	-0.077
SDK2	54549	0.213	0.146	0.031	-0.23	0.194	0.182	0.021	0.321	-0.248	-0.517	0.323	0.172	0.028	-0.455	-0.061	-0.232	0.113
SDPR	NA	-2.283	-0.378	-1.524	1.397	0.311	0.747	-0.382	0.043	1.294	2.198	-0.227	-0.793	0.416	-0.159	-0.255	-0.623	0.217
SECTM1	6398	-0.344	-1.137	-0.24	0.37	0.104	-0.438	0.422	0.259	0.389	-0.46	0.161	1.022	-0.284	0.187	0.006	0.382	-0.399
SELE	6401	0.189	1.465	-0.237	-0.588	-0.35	0.551	0.569	0.536	-0.157	0.221	-0.472	-1.031	-0.283	-0.672	-0.605	0.174	0.688
SELENBP1	8991	-0.263	0.036	0.404	0.173	-0.023	-0.079	-0.295	0.16	-0.687	-0.639	-0.279	-0.235	0.872	1.635	-0.658	-0.117	-0.005
SELL	6402	0.543	0.201	0.462	-0.125	-0.444	-0.472	-0.275	-0.192	-0.208	-0.138	0.713	0.371	0.517	-0.133	-0.358	-0.147	-0.314
SELP	6403	-0.109	-0.007	-0.265	0.037	0.381	0.42	0.32	0.251	0.45	-0.38	-0.166	-0.363	0.245	0.058	-0.319	-0.65	0.098
SELPLG	6404	0.589	-0.121	0.632	0.385	0.202	0.226	0.381	0.159	-0.239	-0.637	-0.206	0.395	-0.056	-0.125	-0.554	-0.694	-0.337
SEMA3F	6405	0.558	-0.132	-0.137	0.245	-0.263	0.217	0.157	-0.022	-0.307	-0.208	-0.135	-0.137	-0.102	-0.116	0.467	0.103	-0.187
SEMA3G	56920	-0.474	-0.681	-0.509	0.695	-0.06	0.09	-0.182	0.322	1.003	1.116	-0.346	-0.136	-1.413	-0.278	0.628	-0.004	0.23
SEMA4A	64218	1.267	-0.254	-0.456	0.126	-0.43	-0.43	1.085	-0.482	0.043	-0.601	0.345	-0.563	0.483	-0.38	-0.396	0.935	-0.292
SEMA4B	10509	0.639	-0.581	-0.049	0.036	-0.276	-0.018	0.729	0.089	-0.432	-0.405	-0.481	-0.322	-0.289	-0.25	0.719	0.491	0.399
SEMA4G	57715	0.313	-0.192	0.216	0.308	-0.006	0.136	0.075	-0.055	-0.646	-0.118	-0.579	0.497	0.007	0.229	-0.101	-0.472	0.387
SEMA6A	57556	-0.045	-0.217	0.157	0.28	0.277	-0.048	-0.115	-0.335	0.425	-0.682	0.414	0.155	0.418	-0.197	0.176	-0.294	-0.37
SEMA7A	8482	0.304	0.166	-0.103	-0.107	0.219	-0.061	0.011	-0.391	0.132	-0.208	0.41	-0.127	0.328	-0.079	-0.358	-0.14	0.003
SEPP1	NA	0.262	0.04	0.161	0.067	0.121	-0.048	-0.012	0.007	-0.295	-0.199	0.151	0.073	0.156	-0.073	-0.204	-0.279	0.072
SERPINA1	5265	0.03	0.141	0.109	-0.242	0.184	-0.403	-0.409	-0.335	0.031	0.292	0.105	-0.079	0.286	-0.205	0.084	0.339	0.071
SERPINA10	51156	0.152	-0.191	0.285	0.289	-0.242	0.169	-0.239	-0.079	-0.235	0.112	-0.433	0.154	-0.428	0.182	0.014	0.295	0.196
SERPINA11	256394	0.324	-0.428	0.325	-0.092	-0.493	0.062	0.204	0.242	0.374	0.164	0.302	0.056	-0.436	-0.307	0.001	0.099	-0.394
SERPINA12	145264	-0.131	-0.187	-0.115	4.085	-0.234	-0.518	-0.055	-0.682	-0.404	-0.938	0.078	0.303	0.298	-0.052	-0.447	-0.621	-0.381
SERPINA3	12	-0.017	-0.01	0.153	-0.015	0.379	-0.174	-0.009	-0.106	-0.033	-0.347	0.186	0.004	0.44	-0.142	-0.23	-0.109	0.031
SERPINA4	5267	0.946	0.128	-1.242	0.755	-0.296	0.409	0.437	0.98	-0.533	-0.254	-0.332	0.615	-2.499	-0.066	0.347	0.041	0.565
SERPINA5	5104	0.184	-0.511	0.436	-0.049	0.282	0.712	0.167	-0.235	-0.644	0.173	-0.081	0.346	-0.329	0.135	-0.274	0.075	-0.388
SERPINA6	866	-0.092	0.273	-0.257	-0.004	0.11	-0.071	-0.077	-0.118	-0.125	-0.006	-0.064	0.326	0.002	-0.067	0.006	0.101	0.063
SERPINA7	6906	-1.339	0.296	0.823	-0.08	0.756	-0.933	-0.262	0.055	0.358	0.127	0.122	0.257	-0.149	-0.302	0.147	0.168	-0.043
SERPINB1	1992	-1.049	-0.79	-0.412	1.209	0.542	0.64	-0.17	0.15	0.6	0.707	-0.592	-0.136	-0.508	-0.006	0.011	-0.59	0.395
SERPINB12	89777	-0.702	0.051	-0.489	-0.19	0.419	-0.626	-0.072	-0.184	-0.15	-0.044	0.658	0.711	0.894	0.433	-0.576	-0.13	-0.002
SERPINB3	6317	-0.575	-0.012	-0.221	0.084	0.603	-0.719	0.03	-0.736	-0.081	-0.368	0.699	0.37	1.222	-0.627	0.174	-0.085	0.242
SERPINB6	5269	-0.614	-0.551	-0.292	0.944	0.278	0.435	-0.295	-0.091	0.721	0.591	0.102	-0.021	0.057	-0.641	-0.123	-0.422	-0.075
SERPINB9	5272	-0.402	-0.683	-0.293	0.562	0.344	0.836	-0.332	0.013	0.605	0.821	0.017	-0.335	-0.164	-0.251	-0.146	-0.773	0.179
SERPINC1	462	-0.134	0.383	0.306	0.066	0.13	-0.1	-0.294	-0.398	0.484	-0.554	0.038	-0.35	0.046	0.118	0.104	-0.095	0.249
SERPIND1	3053	0.5	-0.146	0.352	0.345	0.256	-0.086	0.478	-0.119	-0.062	-0.215	-0.376	0.479	-1.299	-0.094	0.074	-0.416	0.33
SERPINE1	5054	-0.009	-0.07	0.937	0.797	0.12	0.333	0.54	0.18	0.04	0.68	-1.281	-0.72	-0.735	-0.694	-0.308	0.113	0.078
SERPINF1	5176	0.566	0.026	0.571	0.284	0.671	0.173	0.214	0.047	-0.442	-0.151	-0.592	0.448	-0.589	-0.402	-0.576	0.031	-0.279
SERPINF2	5345	0.217	0.059	0.152	0.179	0.227	-0.07	0.094	0.011	0.037	-0.218	0.098	0.036	-0.292	-0.301	0.092	-0.248	-0.073
SERPING1	710	0.393	-0.012	0.162	-0.038	0.219	0.091	-0.057	-0.147	-0.021	-0.294	0.006	0.322	-0.304	0.149	-0.123	0.056	-0.402
SERPINI1	5274	-0.195	-0.266	0.033	-0.027	-0.06	-0.224	-0.151	-0.448	-0.027	0.333	0.108	-0.06	0.293	-0.27	0.219	0.488	0.255
SEZ6	124925	0.146	0.223	-0.021	0.185	-0.089	-0.343	0.153	-0.606	0.421	-0.617	0.738	-0.362	0.278	0.223	0.266	-0.169	-0.429
SEZ6L	23544	0.245	0.267	-0.066	-0.308	0.068	-0.251	-0.255	-0.308	0.047	-0.143	0.688	0.062	0.671	-0.116	-0.123	-0.219	-0.26
SEZ6L2	26470	0.087	0.134	-0.288	-0.113	0.226	-0.216	-0.243	-0.245	0.219	-0.27	0.51	0.093	0.545	-0.15	0.093	-0.038	-0.345
SFTPD	6441	0.498	-0.175	0.619	-0.007	0.328	0.094	0.089	-1.006	0.185	-0.537	0.821	0.501	-1.299	0.233	-0.382	0.402	-0.364
SGTA	6449	-0.342	-0.164	0.022	0.667	0.124	-0.221	-0.188	0.029	-0.042	0.043	0.084	-0.369	0.787	1.284	-0.246	-0.598	-0.87
SH3BGRL	6451	-1.247	-0.387	-0.353	0.934	0.272	0.323	-0.424	0.189	0.838	0.757	-0.384	-0.629	0.578	0.574	-0.178	-0.89	0.029
SH3BGRL2	83699	-1.145	-0.148	-1.367	0.856	0.143	0.739	-0.104	0.144	0.941	1.203	-0.636	-1.135	0.776	-0.508	0.589	-0.563	0.216
SH3BGRL3	83442	-1.662	-0.859	-0.76	1.608	0.496	0.697	-0.091	-0.378	1.189	0.893	-0.256	-0.853	0.442	0.253	-0.37	-0.745	0.395
SHANK1	50944	-0.343	0.027	0.78	-0.76	-0.197	-0.947	0.578	0.21	-0.428	-0.217	0.336	-0.177	0.301	-0.76	2.29	-0.568	-0.125
SHBG	6462	-1.343	-0.363	-0.567	-1.765	-0.356	-1.377	-0.887	0.257	0.462	0.48	1.289	1.066	0.671	0.579	0.363	1.388	0.105
SIAE	54414	0.126	0.025	-0.203	0.15	-0.268	0.097	0.409	-0.248	0.202	0.825	-0.011	0.151	0.082	-0.337	-0.209	-0.715	-0.076
SIGLEC14	100049587	-1.316	0.824	-0.699	1.084	1.191	1.075	0.802	1.123	0.431	-2.359	1.036	1.322	-1.5	-1.549	-1.806	2.014	-1.675
SIRPA	140885	0.703	-0.396	1	-0.828	-0.168	-0.712	-0.74	0.47	0	-0.275	0.444	-0.457	1.087	-0.346	-0.162	0.636	-0.258
